irn,TAXON,ClaCurrentlyAccepted,currentName_irn,ClaKingdom,ClaPhylum,ClaSubphylum,ClaClass,ClaSubclass,ClaSuperorder,ClaOrder,ClaSuborder,ClaInfraorder,ClaSuperfamily,ClaFamily,ClaSubfamily,ClaTribe,ClaGenus,ClaSubgenus,ClaSpecies,ClaSubspecies,AutAuthorString,Ide2Qaulifier_tab,Ide2QualifierRank_tab
119379,Oligosaldina sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Saldidae,,,Oligosaldina,,,,,sp.,genus
118548,Saldidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Saldidae,,,,,,,,indet.,family
202042,Poecilocoris rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Scutelleridae,,,Poecilocoris,,rottensis,,"Statz & Wagner, 1950",,species
119377,Poecilocoris sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Scutelleridae,,,Poecilocoris,,,,,sp.,genus
118547,Scutelleridae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Scutelleridae,,,,,,,,indet.,family
118325,Hemiptera indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,,,,,,,,,,,,indet.,order
206900,Heteroptera indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,,,,,,,,,indet.,suborder
206901,Auchenorrhyncha indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,,,,,,,,,indet.,suborder
206902,Sternorrhyncha indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,,,,,,,,,,indet.,suborder
201998,Xyela (Pinicolites) graciosa,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Xyelidae,,,Xyela,Pinicolites,graciosa,,"(Meunier, 1920)",,species
121530,Xyela (Pinicolites) sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Xyelidae,,,Xyela,Pinicolites,,,,sp.,subgenus
201991,Apis (Synapsis) henshawi dormiens,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Apis,Synapsis,henshawi,dormiens,"Zeuner & Manning, 1976",,subspecies
201992,Apis (Synapsis) henshawi henshawi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Apis,Synapsis,henshawi,henshawi,"(Cockerell, 1907)",,subspecies
201993,Apis (Synapsis) henshawi kaschkei,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Apis,Synapsis,henshawi,kaschkei,"(Statz, 1931)",,subspecies
201990,Apis (Synapsis) henshawi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Apis,Synapsis,henshawi,,,,species
201984,Apis (Synapsis) sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Apis,Synapsis,,,"Michener, 1944",sp.,subgenus
202003,Xyela (Xyela) angustipennis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Xyelidae,,,Xyela,Xyela,angustipennis,,"Statz, 1936",,species
202002,Xyela (Xyela) julii,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Xyelidae,,,Xyela,Xyela,julii,,"(Brebisson, 1818)",,species
202001,Xyela (Xyela) latipennis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Xyelidae,,,Xyela,Xyela,latipennis,,"Statz, 1936",,species
121761,Xyela (Xyela) magna,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Xyelidae,,,Xyela,Xyela,magna,,,,species
201999,Xyela (Xyela) menelaus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Xyelidae,,,Xyela,Xyela,menelaus,,"Benson, 1960",,species
202000,Xyela (Xyela) micrura,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Xyelidae,,,Xyela,Xyela,micrura,,"Rasnitsyn, 1995",,species
121529,Xyela (Xyela) sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Xyelidae,,,Xyela,Xyela,,,,sp.,subgenus
202008,Apis armbrusteri armbrusteri,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Apis,,armbrusteri,armbrusteri,"Zeuner, 1931",,subspecies
202007,Apis armbrusteri,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Apis,,armbrusteri,,,,species
202387,Apis oligocenica,No,201992,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Apis,,oligocenica,,"Meunier, 1915",,species
120484,Apis sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Apis,,,,,sp.,genus
207164,Synapis dormitans,No,201991,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Synapis,,dormitans,,"Cockerell, 1907",,species
202521,Synapis henshawi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Synapis,,henshawi,,"(Cockerell, 1907)",,species
202520,Synapis sp.,No,201984,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Synapis,,,,"Cockerell, 1907",sp.,genus
202027,Xylocopa friesei,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Xylocopa,,friesei,,"Statz, 1936",,species
119325,Xylocopa sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,Xylocopa,,,,,sp.,genus
118523,Apidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Apoidea,Apidae,,,,,,,,indet.,family
202026,Epyris tenellus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Bethylidae,,,Epyris,,tenellus,,"Statz, 1938",,species
119323,Epyris sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Bethylidae,,,Epyris,,,,,sp.,genus
118522,Bethylidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Bethylidae,,,,,,,,indet.,family
202263,Alysia latifrons,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Alysia,,latifrons,,"Statz, 1936",,species
120581,Alysia sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Alysia,,,,,sp.,genus
202264,Apanteles concinna,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Apanteles,,concinna,,"Statz, 1938",,species
202265,Apanteles macrophthalmus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Apanteles,,macrophthalmus,,"Statz, 1938",,species
120582,Apanteles sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Apanteles,,,,,sp.,genus
202432,Aspicolpus longicornis,No,202269,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Aspicolpus,,longicornis,,"(Statz, 1936)",,species
202419,Aspicolpus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Aspicolpus,,,,,sp.,genus
202009,Aspilota stigmalineata,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Aspilota,,stigmalineata,,"Statz, 1938",,species
119311,Aspilota sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Aspilota,,,,,sp.,genus
202010,Blacus crassicapitatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Blacus,,crassicapitatus,,"Statz, 1938",,species
119312,Blacus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Blacus,,,,,sp.,genus
207610,Bracon rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Bracon,,rottensis,,"Meunier, 1915",,species
207609,Bracon sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Bracon,,,,,sp.,genus
202011,Cantharoctonus bruesii,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Cantharoctonus,,bruesii,,"Statz, 1936",,species
119313,Cantharoctonus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Cantharoctonus,,,,,sp.,genus
202012,Clinocentrus rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Clinocentrus,,rottensis,,"Statz, 1936",,species
119314,Clinocentrus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Clinocentrus,,,,,sp.,genus
202016,Doryctes conjectus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Doryctes,,conjectus,,"Statz, 1938",,species
202015,Doryctes longicornis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Doryctes,,longicornis,,"(Statz, 1938)",,species
202013,Doryctes longulus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Doryctes,,longulus,,"Statz, 1938",,species
202014,Doryctes pedicularis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Doryctes,,pedicularis,,"(Statz, 1936)",,species
202017,Doryctes rotundatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Doryctes,,rotundatus,,"Statz, 1938",,species
119315,Doryctes sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Doryctes,,,,,sp.,genus
202018,Hecabolus gladiator,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Hecabolus,,gladiator,,"Statz, 1936",,species
119316,Hecabolus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Hecabolus,,,,,sp.,genus
202019,Meteorus longicornis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Meteorus,,longicornis,,"Statz, 1938",,species
119317,Meteorus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Meteorus,,,,,sp.,genus
202020,Palaeoblacus aculeatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Palaeoblacus,,aculeatus,,"Statz, 1936",,species
119318,Palaeoblacus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Palaeoblacus,,,,,sp.,genus
202022,Pentapleura filicornis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Pentapleura,,filicornis,,"Statz, 1938",,species
202021,Pentapleura longipennis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Pentapleura,,longipennis,,"Statz, 1936",,species
119319,Pentapleura sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Pentapleura,,,,,sp.,genus
202023,Rogas festivus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Rogas,,festivus,,"Statz, 1938",,species
119320,Rogas sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Rogas,,,,,sp.,genus
202489,Spathius longicornis,No,202015,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Spathius,,longicornis,,"(Statz, 1938)",,species
202024,Spathius macroradialis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Spathius,,macroradialis,,"Statz, 1938",,species
202490,Spathius pedicularis,No,202014,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Spathius,,pedicularis,,"(Statz, 1936)",,species
119321,Spathius sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Spathius,,,,,sp.,genus
202025,Tanycarpa interstitialis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Tanycarpa,,interstitialis,,"Statz, 1936",,species
119322,Tanycarpa sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Tanycarpa,,,,,sp.,genus
202269,Taphaeus longicornis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Taphaeus,,longicornis,,"(Statz, 1936)",,species
201937,Taphaeus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,Taphaeus,,,,,sp.,genus
118521,Braconidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,Ichneumonoidea,Braconidae,,,,,,,,indet.,family
207455,Chalcidae indet.,No,206976,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Chalcidae,,,,,,,,indet.,family
206976,Chalcididae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Chalcididae,,,,,,,,indet.,family
206956,Chrysididae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Chrysididae,,,,,,,,indet.,family
202440,Figites planus,No,202278,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Cynipidae,,,Figites,,planus,,"(Statz, 1938)",,species
202441,Figites rotundatus,No,202279,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Cynipidae,,,Figites,,rotundatus,,"(Statz, 1938)",,species
202442,Figites spiniger,No,202280,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Cynipidae,,,Figites,,spiniger,,"(Statz, 1938)",,species
202422,Figites sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Cynipidae,,,Figites,,,,,sp.,genus
202278,Hodiernocynips planus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Cynipidae,,,Hodiernocynips,,planus,,"(Statz, 1938)",,species
202279,Hodiernocynips rotundatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Cynipidae,,,Hodiernocynips,,rotundatus,,"(Statz, 1938)",,species
202280,Hodiernocynips spiniger,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Cynipidae,,,Hodiernocynips,,spiniger,,"(Statz, 1938)",,species
201943,Hodiernocynips sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Cynipidae,,,Hodiernocynips,,,,,sp.,genus
201921,Cynipidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Cynipidae,,,,,,,,indet.,family
202243,Diapriites insignicornis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Diapriidae,,,Diapriites,,insignicornis,,"Statz, 1938",,species
202504,Diapriites minimum,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Diapriidae,,,Diapriites,,minimum,,,,species
202242,Diapriites minimus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Diapriidae,,,Diapriites,,minimus,,"Statz, 1938",,species
120482,Diapriites sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Diapriidae,,,Diapriites,,,,,sp.,genus
202259,Pantoclis margaritaceus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Diapriidae,,,Pantoclis,,margaritaceus,,"Statz, 1938",,species
120576,Pantoclis sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Diapriidae,,,Pantoclis,,,,,sp.,genus
202225,Psilomma pulchellus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Diapriidae,,,Psilomma,,pulchellus,,"Statz, 1938",,species
120477,Psilomma sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Diapriidae,,,Psilomma,,,,,sp.,genus
201922,Diapriidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Diapriidae,,,,,,,,indet.,family
202262,Encyrtus clavicornis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Encyrtidae,,,Encyrtus,,clavicornis,,"Statz, 1938",,species
120579,Encyrtus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Encyrtidae,,,Encyrtus,,,,,sp.,genus
118519,Encyrtidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Encyrtidae,,,,,,,,indet.,family
202260,Eulophus elegantulus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Eulophidae,,,Eulophus,,elegantulus,,"Statz, 1938",,species
202261,Eulophus mundus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Eulophidae,,,Eulophus,,mundus,,"Statz, 1938",,species
120578,Eulophus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Eulophidae,,,Eulophus,,,,,sp.,genus
118518,Eulophidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Eulophidae,,,,,,,,indet.,family
207522,Camponotus juliae,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Formicinae,Camponotini,Camponotus,,juliae,,"Emry, 1903",,species
207521,Camponotus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Formicinae,Camponotini,Camponotus,,,,,sp.,genus
206980,Formica bauckhorni,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Formicinae,,Formica,,bauckhorni,,"Meunier, 1915",,species
206979,Formica sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Formicinae,,Formica,,,,,sp.,genus
206978,Myrmica sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Myrmicinae,,Myrmica,,,,,sp.,genus
207525,Paleosminthurus juliae,No,207522,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Formicinae,Camponotini,Paleosminthurus,,juliae,,"Pierce & Gibron, 1962",,species
207523,Paleosminthurus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Formicinae,Camponotini,Paleosminthurus,,,,,sp.,genus
207391,Prionomyrmex wappleri,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Myrmeciinae,,Prionomyrmex,,wappleri,,"Dlussky, 2012",,species
207390,Prionomyrmex sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Myrmeciinae,,Prionomyrmex,,,,,sp.,genus
206772,Formicidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,,,,,,,,indet.,family
206977,Myrmicinae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Myrmicinae,,,,,,,indet.,subfamily
207387,Formicinae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Formicinae,,,,,,,indet.,subfamily
207388,Camponotini indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Formicinae,Camponotini,,,,,,indet.,tribe
207389,Myrmeciinae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Myrmeciinae,,,,,,,indet.,subfamily
207392,Ponerinae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Ponerinae,,,,,,,indet.,subfamily
207393,Amblyoponinae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,Apocrita,,,Formicidae,Amblyoponinae,,,,,,,indet.,subfamily
202258,Helorus festivus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Heloridae,,,Helorus,,festivus,,"Statz, 1938",,species
120575,Helorus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Heloridae,,,Helorus,,,,,sp.,genus
118516,Heloridae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Heloridae,,,,,,,,indet.,family
202290,Acaenitus statzi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Acaenitus,,statzi,,"Meunier, 1923",,species
201953,Acaenitus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Acaenitus,,,,,sp.,genus
202249,Campoplex parvulus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Campoplex,,parvulus,,"Statz, 1938",,species
202250,Campoplex pumilus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Campoplex,,pumilus,,"Statz, 1938",,species
120566,Campoplex sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Campoplex,,,,,sp.,genus
202291,Cryptus capitatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Cryptus,,capitatus,,"Statz, 1938",,species
202292,Cryptus morleyi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Cryptus,,morleyi,,"(Meunier, 1923)",,species
201954,Cryptus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Cryptus,,,,,sp.,genus
202293,Cubocephalus terebrator,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Cubocephalus,,terebrator,,"Statz, 1936",,species
201955,Cubocephalus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Cubocephalus,,,,,sp.,genus
202294,Diadegma nigra,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Diadegma,,nigra,,"Statz, 1936",,species
201956,Diadegma sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Diadegma,,,,,sp.,genus
202251,Hemiteles hirsuta,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Hemiteles,,hirsuta,,"Statz, 1936",,species
120567,Hemiteles sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Hemiteles,,,,,sp.,genus
202511,Microcryptus terebrator,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Microcryptus,,terebrator,,"Statz, 1936",,species
202510,Microcryptus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Microcryptus,,,,,sp.,genus
202252,Orthopelma curvitibialis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Orthopelma,,curvitibialis,,"Statz, 1936",,species
120569,Orthopelma sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Orthopelma,,,,,sp.,genus
202253,Phygadeuon crassicornis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Phygadeuon,,crassicornis,,"Statz, 1936",,species
120570,Phygadeuon sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Phygadeuon,,,,,sp.,genus
202254,Pimpla cyclostigmata,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Pimpla,,cyclostigmata,,"Statz, 1936",,species
120571,Pimpla sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hymenoptera,,,,Ichneumonidae,,,Pimpla,,,,,sp.,genus
