irn,TAXON,ClaCurrentlyAccepted,currentName_irn,ClaKingdom,ClaPhylum,ClaSubphylum,ClaClass,ClaSubclass,ClaSuperorder,ClaOrder,ClaSuborder,ClaInfraorder,ClaSuperfamily,ClaFamily,ClaSubfamily,ClaTribe,ClaGenus,ClaSubgenus,ClaSpecies,ClaSubspecies,AutAuthorString,Ide2Qaulifier_tab,Ide2QualifierRank_tab
203875,Gyrodes (Sohlella) yolensis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Gyrodes,Sohlella,yolensis,,"Popenoe, Saul, & Susuki, 1987",,species
203679,Gyrodes (Sohlella) sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Gyrodes,Sohlella,,,,sp.,subgenus
205844,Tylostoma (Tylostoma) materinum,No,204466,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Tylostomatidae,,,Tylostoma,Tylostoma,materinum,,,,species
203878,Tylostoma (Tylostoma) mutabilis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Tylostomatidae,,,Tylostoma,Tylostoma,mutabilis,,"Gabb, 1869",,species
203737,Tylostoma (Tylostoma) sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Tylostomatidae,,,Tylostoma,Tylostoma,,,,sp.,subgenus
205043,Natica conradiana conradiana,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Natica,,conradiana,conradiana,"(Gabb, 1864)",,subspecies
205044,Natica conradiana vacculae,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Natica,,conradiana,vacculae,"Popenoe, Saul, & Susuki, 1987",,subspecies
204817,Alaria condoniana,No,203939,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Alaria,,condoniana,,Anderson,,species
204814,Alaria fairbanksi,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Alaria,,fairbanksi,,"Davis, 1913",,species
206111,Alaria falciformis,No,204830,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Alaria,,falciformis,,,,species
205952,Alaria nodosa,No,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Alaria,,nodosa,,"Packard, 1922",,species
205953,Alaria nodosa,No,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Alaria,,nodosa,,"Packard, 1922",,species
203177,Alaria sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Alaria,,,,,sp.,genus
204818,Alarimella anae,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Alarimella,,anae,,"Saul, 1998",,species
206096,Alarimella veta,No,204819,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Alarimella,,veta,,"(Packard, 1922)",,species
204819,Alarimella vetus,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Alarimella,,vetus,,"(Packard, 1922)",,species
203178,Alarimella sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Alarimella,,,,,sp.,genus
204826,Anchura ainikta,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,ainikta,,"Elder & Saul, 1996",,species
204827,Anchura angulata,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,angulata,,"(Gabb, 1864)",,species
204828,Anchura baptos,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,baptos,,"Elder & Saul, 1998",,species
204829,Anchura biangulata,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,biangulata,,"Anderson, 1938",,species
207719,Anchura callosa,No,203187,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,callosa,,,,species
204815,Anchura carinifera,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,carinifera,,"Gabb, 1869",,species
204830,Anchura falciformis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,falciformis,,"(Gabb, 1864)",,species
207682,Anchura gamma,No,203187,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,gamma,,,,species
204831,Anchura gibbera,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,gibbera,,"Webster, 1983",,species
204832,Anchura halberdopsis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,halberdopsis,,"Elder & Saul, 1996",,species
204833,Anchura nanaimoensis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,nanaimoensis,,"Elder & Saul, 1997",,species
204834,Anchura phaba,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,phaba,,"Elder & Saul, 1996",,species
206228,Anchura transversa,No,204419,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,transversa,,,,species
203187,Anchura sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Anchura,,,,,sp.,genus
206109,Aporrhais angulata,No,204827,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Aporrhais,,angulata,,,,species
206339,Aporrhais californica,No,204430,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Aporrhais,,californica,,,,species
206340,Aporrhais californicus,No,204430,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Aporrhais,,californicus,,,,species
204835,Aporrhais drachuki,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Aporrhais,,drachuki,,"Saul, 1998",,species
206110,Aporrhais falciformis,No,204830,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Aporrhais,,falciformis,,,,species
206095,Aporrhais vetus,No,204819,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Aporrhais,,vetus,,,,species
203200,Aporrhais sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Aporrhais,,,,,sp.,genus
206115,Apporhais drachuki,No,204835,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Apporhais,,drachuki,,,,species
205648,Apporhais sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Apporhais,,,,,sp.,genus
206341,Arrhoges californica,No,204430,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Arrhoges,,californica,,,,species
205649,Arrhoges sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Arrhoges,,,,,sp.,genus
206355,Conchothyra rotunda,No,204434,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Conchothyra,,rotunda,,,,species
205650,Conchothyra sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Conchothyra,,,,,sp.,genus
206108,Drepanochilus condoniana,No,203936,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Drepanochilus,,condoniana,,,,species
204419,Drepanochilus transverse,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Drepanochilus,,transverse,,"(Gabb, 1869)",,species
206229,Drepanochilus transversus,No,204419,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Drepanochilus,,transversus,,,,species
203312,Drepanochilus sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Drepanochilus,,,,,sp.,genus
206659,Helicaulax bicarinata,No,204459,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Helicaulax,,bicarinata,,,,species
205647,Helicaulax sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Helicaulax,,,,,sp.,genus
204430,Latiala californica,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Latiala,,californica,,"(Gabb, 1864)",,species
204431,Latiala heliaca,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Latiala,,heliaca,,"Saul, 1998",,species
204432,Latiala nodosa,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Latiala,,nodosa,,"(Packard, 1922)",,species
204433,Latiala sigma,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Latiala,,sigma,,"Saul, 1998",,species
203395,Latiala sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Latiala,,,,,sp.,genus
204434,Lispodesthes rotundus,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Lispodesthes,,rotundus,,"(Waring, 1917)",,species
203409,Lispodesthes sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Lispodesthes,,,,,sp.,genus
204450,Pyktes aspris,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Pyktes,,aspris,,"Popenoe, 1983",,species
204451,Pyktes daiphron,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Pyktes,,daiphron,,"Popenoe, 1983",,species
204452,Pyktes hamulus,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Pyktes,,hamulus,,"(Gabb, 1864)",,species
204453,Pyktes triphyllon,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Pyktes,,triphyllon,,"Popenoe, 1983",,species
203545,Pyktes sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Pyktes,,,,,sp.,genus
204455,Teneposita laeva,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Teneposita,,laeva,,"Loch, 1989",,species
203593,Teneposita sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Teneposita,,,,,sp.,genus
204456,Tessarolax alaskana,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,alaskana,,"Saul & Squires, 2015",,species
206658,Tessarolax bicarinata,No,204459,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,bicarinata,,"(Leymerie, 1842)",,species
204457,Tessarolax bullardi,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,bullardi,,"Saul & Squires, 2015",,species
204458,Tessarolax distorta,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,distorta,,"Gabb, 1864",,species
204459,Tessarolax gabbi,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,gabbi,,"Saul & Squires, 2015",,species
204460,Tessarolax grahami,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,grahami,,"Saul & Squires, 2015",,species
207911,Tessarolax inconspicuous,No,203597,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,inconspicuous,,,,species
204461,Tessarolax incrustata,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,incrustata,,"Anderson & Hanna, 1935",,species
204462,Tessarolax louellae,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,louellae,,"Squires in Saul & Squires, 2015",,species
204463,Tessarolax teleos,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,teleos,,"Squires in Saul & Squires, 2015",,species
204464,Tessarolax trinalis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,trinalis,,"Murphy & Rodda, 1960",,species
203597,Tessarolax sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,Tessarolax,,,,,sp.,genus
203042,Aporrhaidae indet.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Aporrhaidae,,,,,,,,indet.,family
207846,Crepidula excavata,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Calyptraeidae,,,Crepidula,,excavata,,"(Broderip, 1834)",,species
207852,Crepidula perforans,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Calyptraeidae,,,Crepidula,,perforans,,"Valenciennes, 1846",,species
207839,Crepidula sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Calyptraeidae,,,Crepidula,,,,,sp.,genus
207838,Calyptraeidae indet.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Calyptraeidae,,,,,,,,indet.,family
204836,Ariadnaria ainikta,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Ariadnaria,,ainikta,,"Saul & Squires, 2008",,species
204837,Ariadnaria aldersoni,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Ariadnaria,,aldersoni,,"Saul & Squires, 2008",,species
204838,Ariadnaria obstricta,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Ariadnaria,,obstricta,,"(White, 1889)",,species
204839,Ariadnaria stibara,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Ariadnaria,,stibara,,"Saul & Squires, 2008",,species
203206,Ariadnaria sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Ariadnaria,,,,,sp.,genus
204840,Astandes salsa,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Astandes,,salsa,,"Squires & Saul, 2003",,species
203207,Astandes sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Astandes,,,,,sp.,genus
204425,Garzasia diabla,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Garzasia,,diabla,,"Saul & Squires, 2008",,species
204426,Garzasia intermedia,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Garzasia,,intermedia,,"(Cooper, 1894)",,species
203346,Garzasia sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Garzasia,,,,,sp.,genus
206363,Lysis californiensis,No,204442,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,californiensis,,,,species
206361,Lysis carinifera,No,204435,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,carinifera,,,,species
204435,Lysis duplicosta,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,duplicosta,,"Gabb, 1864",,species
206360,Lysis duplicostata,No,204435,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,duplicostata,,,,species
204436,Lysis eumeka,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,eumeka,,"Saul, m.s.",,species
204437,Lysis intermedia,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,intermedia,,"(Cooper, 1894)",,species
204438,Lysis jalamaca,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,jalamaca,,"Saul & Squires, 2008",,species
204439,Lysis lomaensis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,lomaensis,,"Saul & Squires, 2008",,species
204440,Lysis mickeyi,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,mickeyi,,"Saul & Squires, 2008",,species
204441,Lysis opansis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,opansis,,"White, 1889",,species
206359,Lysis oppansus,No,204435,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,oppansus,,,,species
206358,Lysis oppanus,No,204435,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,oppanus,,,,species
204442,Lysis suciensis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,suciensis,,"(Whiteaves, 1879)",,species
203417,Lysis sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Lysis,,,,,sp.,genus
205589,Micreschara sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Micreschara,,,,,sp.,genus
204443,Minytropis melilota,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Minytropis,,melilota,,"Squires & Saul, 2005",,species
203437,Minytropis sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Minytropis,,,,,sp.,genus
204446,Paxitropis dicriota,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Paxitropis,,dicriota,,"Squires & Saul, 2005",,species
203491,Paxitropis sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Paxitropis,,,,,sp.,genus
204465,Trichotropis chicoensis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Trichotropis,,chicoensis,,"Saul, m.s.",,species
203607,Trichotropis sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,Trichotropis,,,,,sp.,genus
203043,Capulidae indet.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Capulidae,,,,,,,,indet.,family
206294,Cinuliopsis typica,No,204429,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cassidae,,,Cinuliopsis,,typica,,,,species
205619,Cinuliopsis sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cassidae,,,Cinuliopsis,,,,,sp.,genus
204429,Haydenia impressa,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cassidae,,,Haydenia,,impressa,,"Gabb, 1864",,species
203366,Haydenia sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cassidae,,,Haydenia,,,,,sp.,genus
203044,Cassidae indet.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cassidae,,,,,,,,indet.,family
203224,Bernaya sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cypraeidae,,,Bernaya,,,,,sp.,genus
204418,Cypraea argonautica,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cypraeidae,,,Cypraea,,argonautica,,"Anderson, 1958",,species
206065,Cypraea berryessae,No,203941,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cypraeidae,,,Cypraea,,berryessae,,,,species
206494,Cypraea fontana,No,203876,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cypraeidae,,,Cypraea,,fontana,,,,species
206066,Cypraea gualalaensis,No,203860,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cypraeidae,,,Cypraea,,gualalaensis,,,,species
203295,Cypraea sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cypraeidae,,,Cypraea,,,,,sp.,genus
203480,Palaeocypraea sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cypraeidae,,,Palaeocypraea,,,,,sp.,genus
203045,Cypraeidae indet.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Cypraeidae,,,,,,,,indet.,family
207863,Eulima sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Eulimidae,,,Eulima,,,,,sp.,genus
207837,Eulimidae indet.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Eulimidae,,,,,,,,indet.,family
204416,Bulbificopsis garza,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Bulbificopsis,,garza,,"Saul & Squires, 2003",,species
203235,Bulbificopsis sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Bulbificopsis,,,,,sp.,genus
206650,Ficus cypraeoides,No,204454,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Ficus,,cypraeoides,,,,species
205588,Ficus sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Ficus,,,,,sp.,genus
207708,Priscoficus sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Priscoficus,,,,,sp.,genus
207707,Proficus sp.,No,207708,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Proficus,,,,,sp.,genus
206649,Pyrula glabra,No,204454,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Pyrula,,glabra,,,,species
205587,Pyrula sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Pyrula,,,,,sp.,genus
206651,Sycodes cypraeoides,No,204454,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Sycodes,,cypraeoides,,,,species
206652,Sycodes glaber,No,204454,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Sycodes,,glaber,,,,species
204454,Sycodes glabra,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Sycodes,,glabra,,"(Shumard, 1858)",,species
203587,Sycodes sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,Sycodes,,,,,sp.,genus
203046,Ficidae indet.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Ficidae,,,,,,,,indet.,family
206103,Amauropsis oviformis,No,204822,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Amauropsis,,oviformis,,,,species
206104,Amauropsis pseudoalveata,No,204824,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Amauropsis,,pseudoalveata,,"Packard, 1922",,species
205728,Amauropsis sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Amauropsis,,,,,sp.,genus
206290,Ampullina avellana,No,204428,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Ampullina,,avellana,,,,species
204820,Ampullina concipio,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Ampullina,,concipio,,"Dailey & Popenoe, 1966",,species
204821,Ampullina mona,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Ampullina,,mona,,"Murphy & Rodda, 1960",,species
204822,Ampullina oviformis,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Ampullina,,oviformis,,"(Gabb, 1864)",,species
204823,Ampullina packardi,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Ampullina,,packardi,,"Popenoe, 1937",,species
204824,Ampullina pseudoalveata,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Ampullina,,pseudoalveata,,"(Packard, 1922)",,species
204825,Ampullina stantoni,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Ampullina,,stantoni,,"Murphy & Rodda, 1960",,species
203183,Ampullina sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Ampullina,,,,,sp.,genus
204841,Banis stephensoni,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Banis,,stephensoni,,"Saul, m.s.",,species
203218,Banis sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Banis,,,,,sp.,genus
204420,Euspira calva,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Euspira,,calva,,"Saul, m.s.",,species
204421,Euspira compressa,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Euspira,,compressa,,"(Waring, 1917)",,species
204422,Euspira marianus,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Euspira,,marianus,,"Murphy & Rodda, 1960",,species
204423,Euspira popenoei,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Euspira,,popenoei,,"Murphy & Rodda, 1960",,species
204424,Euspira shumardiana,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Euspira,,shumardiana,,"(Gabb, 1864)",,species
206254,Euspira shumardianus,No,204421,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Euspira,,shumardianus,,,,species
203334,Euspira sp.,Yes,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Euspira,,,,,sp.,genus
206408,Gyrodes allisoni,No,204445,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Gyrodes,,allisoni,,,,species
205962,Gyrodes californica,No,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Gyrodes,,californica,,,,species
205963,Gyrodes californica,No,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Gyrodes,,californica,,,,species
205964,Gyrodes compressus,No,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Gyrodes,,compressus,,,,species
205965,Gyrodes compressus,No,,Animalia,Mollusca,,Gastropoda,,,Littorinimorpha,,,,Naticidae,,,Gyrodes,,compressus,,,,species
