SitSiteNumber,WEBSITE - accno
29757,L.2213.86-76
29903,L.2213.86-76
29962,L.2213.86-76
42156,
1358,P.E.227.54-3
1365,
3594,A.5349
4262,A.5858.55-1
6602,L.2586.84-2
6603,L.2586.84-2
6604,L.2586.84-2
6605,L.2586.84-2
8121,L.2059
8841,L.2059
8853,L.2059
8854,L.2059
8855,L.2059
8856,L.2059
8857,L.2059
8858,L.2059
8866,L.2059
8867,L.2059
8868,L.2059
8903,L.2059
8904,L.2059
8905,L.2059
9090,L.2059
9091,L.2059
10425,L.2059
12959,L.2213.86-76
12960,L.2213.86-76
13438,L.2213.86-76
13439,L.2213.86-76
13440,L.2213.86-76
29863,L.2213.86-76
31453,L.2213.86-76
40365,F.A.3809.2001-1
540,A.8430.68-5
1406,L.1211
1408,L.1211
1409,L.1211
1410,L.1211
1413,
1414,
1415,
2116,L.2586.84-2
8897,L.2059
9160,L.2059
13540,L.2213.86-76
13541,L.2213.86-76
17766,F.A.3912.2004-3
17767,F.A.3912.2004-3
17768,F.A.3912.2004-3
4714,
7397,L.2059
15808,A.11154.88-1
15809,A.11154.88-1
15810,A.11154.88-1
15811,A.11154.88-1
15812,A.11154.88-1
15813,A.11154.88-1
15814,A.11154.88-1
15815,A.11154.88-1
15816,A.11154.88-1
15817,A.11154.88-1
15818,A.11154.88-1
15819,A.11154.88-1
15820,A.11154.88-1
15821,A.11154.88-1
15822,A.11154.88-1
15823,A.11154.88-1
15824,A.11154.88-1
15825,A.11154.88-1
15826,A.11154.88-1
15827,A.11154.88-1
15828,A.11154.88-1
15829,A.11154.88-1
15830,A.11154.88-1
15831,A.11154.88-1
15832,A.11154.88-1
15833,A.11154.88-1
1323,
1326,
2374,L.194
2375,A.2348
2376,A.1323
2377,L.194
2379,
2380,
2381,
2383,
3497,A.1323
4033,
5179,A.10121.76-3
5432,A.10121.77-7
6746,F.A.109.83-3
6748,F.A.109.83-3
8291,L.2059
8340,L.2059
10254,L.2059
10347,L.2059
11010,L.2213.86-76
11614,F.A.2772.87-2
2112,L.2586.84-2
4028,
4909,P.285.57-1
9400,L.2059
9401,L.2059
12966,L.2213.86-76
13149,L.2213.86-76
1471,
1472,
2419,A.4672
2421,
2430,A.1508
2431,
2438,A.1508
2467,
4092,A.4890
4093,A.4890
4601,A.1508
4602,A.1508
4960,
4961,A.6
4962,A.6
5837,A.10485.79-1
6594,L.2586.84-2
6595,L.2586.84-2
6749,F.A.109.83-3
6867,L.2586.84-2
6871,L.2586.84-2
8546,L.2059
8906,L.2059
11615,F.A.2772.87-2
11790,L.2059
12220,L.2059
12369,A.11154.88-1
12520,L.2213.86-76
12690,A.11154.88-1
13560,L.2213.86-76
13575,L.2213.86-76
13576,L.2213.86-76
13577,L.2213.86-76
15009,L.2213.86-76
15200,L.2213.86-76
15211,L.2213.86-76
15214,L.2213.86-76
15226,L.2213.86-76
15245,L.2213.86-76
15248,L.2213.86-76
23197,L.2213.86-76
29149,L.2213.86-76
40177,F.A.3809.2001-1
40179,F.A.3809.2001-1
2487,
3580,
3581,
4101,
4109,A.6818.55-2
4111,
5424,A.8910.77-14
6813,L.2586.84-2
6814,L.2586.84-2
6817,L.2586.84-2
6865,L.2586.84-2
6866,L.2586.84-2
8325,L.2059
8328,L.2059
8811,L.2059
10257,L.2059
11969,A.10282.89-2
12285,A.11154.88-1
27206,L.2213.86-76
29846,L.2213.86-76
31224,
31352,
42410,
42411,
42412,
42413,
42414,
42415,
42416,
42417,
42418,
42419,
2103,L.2586.84-2
3030,
3031,
3032,
3033,
4035,A.535
9490,L.2059
9786,L.2059
41572,F.A.3809.2001-1
9076,L.2059
9077,L.2059
13704,L.2213.86-76
6454,L.2586.84-2
9679,L.2059
29275,L.2213.86-76
1254,
1350,A.1323.52-7
1351,A.1323.52-33
1352,A.3949
1363,A.9393.70-1
2496,A.1914
3493,A.1323.52-35
3494,A.1323.52-36
3582,A.1323.54
3583,A.1914
3584,A.3949
4031,A.1323.52-40
4032,A.1323.52-24
4559,
6055,F.A.2310.81-1
6744,F.A.109.83-3
6752,F.A.109.83-3
6758,F.A.109.83-3
8265,L.2059
8270,L.2059
8272,L.2059
8276,L.2059
8277,L.2059
8302,L.2059
8306,L.2059
8307,L.2059
9907,L.2059
10256,L.2059
12830,L.2213.86-76
24023,L.2213.86-76
24367,L.2213.86-76
15359,A.5486.89-281
15360,A.5486.89-281
3210,
42097,
15851,A.11154.88-1
15852,A.11154.88-1
17110,
10268,L.2059
10269,L.2059
10348,L.2059
2300,
12311,A.11154.88-1
12312,A.11154.88-1
12313,A.11154.88-1
12466,A.11154.88-1
8486,L.2059
8487,L.2059
8488,L.2059
8489,L.2059
11057,L.2213.86-76
13166,L.2213.86-76
14075,L.2213.86-76
14357,L.2213.86-76
14778,L.2213.86-76
28392,L.2213.86-76
29008,L.2213.86-76
15300,L.2213.86-76
3212,
3311,A.6093.52
10183,L.2059
16804,L.2213.86-76
28154,L.2213.86-76
28399,L.2213.86-76
28462,L.2213.86-76
28463,L.2213.86-76
28464,L.2213.86-76
28465,L.2213.86-76
28466,L.2213.86-76
28467,L.2213.86-76
28468,L.2213.86-76
28469,L.2213.86-76
28958,L.2213.86-76
28959,L.2213.86-76
8547,L.2059
8778,L.2059
8781,L.2059
6086,F.A.2310.81-1
11911,F.P.2.89-61
11912,F.P.2.89-61
12136,A.11154.88-1
12137,A.11154.88-1
12138,A.11154.88-1
12143,A.11154.88-1
12144,A.11154.88-1
12145,A.11154.88-1
12146,A.11154.88-1
12147,A.11154.88-1
12148,A.11154.88-1
12149,A.11154.88-1
12150,A.11154.88-1
12151,A.11154.88-1
12152,A.11154.88-1
12153,A.11154.88-1
12154,A.11154.88-1
12297,A.11154.88-1
12298,A.11154.88-1
12299,A.11154.88-1
12300,A.11154.88-1
12301,A.11154.88-1
12302,A.11154.88-1
12303,A.11154.88-1
12304,A.11154.88-1
12305,A.11154.88-1
12306,A.11154.88-1
12307,A.11154.88-1
12308,A.11154.88-1
12309,A.11154.88-1
12310,A.11154.88-1
14422,L.2213.86-76
15296,L.2213.86-76
42271,
28968,L.2213.86-76
6173,A.10723.82-2
17657,
17658,
42341,
4476,
5063,
5445,P.1030.77-1
7562,L.2059
7563,L.2059
8497,L.2059
8498,L.2059
8499,L.2059
8500,L.2059
8501,L.2059
8502,L.2059
8503,L.2059
8504,L.2059
8505,L.2059
8506,L.2059
8507,L.2059
12257,A.11154.88-1
12324,A.11154.88-1
12536,A.11154.88-1
13963,L.2213.86-76
14392,L.2213.86-76
14686,L.2213.86-76
28146,L.2213.86-76
28147,L.2213.86-76
28148,L.2213.86-76
28149,L.2213.86-76
28150,L.2213.86-76
28151,L.2213.86-76
28152,L.2213.86-76
28153,L.2213.86-76
28393,L.2213.86-76
28394,L.2213.86-76
28395,L.2213.86-76
28396,L.2213.86-76
28397,L.2213.86-76
28398,L.2213.86-76
28969,L.2213.86-76
28970,L.2213.86-76
29111,L.2213.86-76
29112,L.2213.86-76
29144,L.2213.86-76
42085,
42272,
42273,
42274,
42275,
42276,
42277,
42303,
42304,
42305,
42306,
42307,
42308,
42318,
42347,
42357,
11695,
14995,L.2213.86-76
28109,L.2213.86-76
28447,L.2213.86-76
1431,
41462,F.A.3809.2001-1
29976,L.2213.86-76
8777,L.2059
14650,L.2213.86-76
3035,
16802,
5453,P.1030.77-1
28470,L.2213.86-76
28964,L.2213.86-76
28965,L.2213.86-76
28966,L.2213.86-76
28967,L.2213.86-76
6455,L.2586.84-2
6456,L.2586.84-2
6457,L.2586.84-2
6458,L.2586.84-2
6459,L.2586.84-2
6460,L.2586.84-2
6461,L.2586.84-2
6463,L.2586.84-2
6464,L.2586.84-2
6465,L.2586.84-2
6466,L.2586.84-2
6467,L.2586.84-2
6468,L.2586.84-2
6469,L.2586.84-2
6470,L.2586.84-2
5807,P.1075.79-1
15275,L.2213.86-76
1148,A.9107.69-1
14906,
14907,
14908,
14909,
14910,
14911,
14912,
14913,
14914,
14915,
14916,
25385,L.2213.86-76
42282,
11603,F.A.2772.87-2
10180,L.2059
10181,L.2059
10182,L.2059
12141,A.11154.88-1
9259,L.2059
15862,L.2213.86-76
28701,L.2213.86-76
28702,L.2213.86-76
29787,L.2213.86-76
29862,L.2213.86-76
30097,L.2213.86-76
30098,L.2213.86-76
30099,L.2213.86-76
30100,L.2213.86-76
30139,L.2213.86-76
30304,L.2213.86-76
30305,L.2213.86-76
30306,L.2213.86-76
30307,L.2213.86-76
30308,L.2213.86-76
30309,L.2213.86-76
30310,L.2213.86-76
2712,
2713,
2714,
2715,
3487,A.6093.52
3488,A.6093.52
3674,A.1914
12370,A.11154.88-1
7429,L.2059
7436,L.2059
7447,L.2059
7448,L.2059
7450,L.2059
10364,L.2059
14610,L.2213.86-76
14799,L.2213.86-76
16509,
27275,L.2213.86-76
28497,L.2213.86-76
28498,L.2213.86-76
28895,L.2213.86-76
28896,L.2213.86-76
28897,L.2213.86-76
28898,L.2213.86-76
28908,L.2213.86-76
28910,L.2213.86-76
3485,A.6093.52
3486,
5444,P.1030.77-1
8775,L.2059
14938,L.2213.86-76
28453,L.2213.86-76
26432,L.2213.86-76
26439,L.2213.86-76
26440,L.2213.86-76
26441,L.2213.86-76
26442,L.2213.86-76
26443,L.2213.86-76
26444,L.2213.86-76
26445,L.2213.86-76
26446,L.2213.86-76
26447,L.2213.86-76
26448,L.2213.86-76
26449,L.2213.86-76
26450,L.2213.86-76
26451,L.2213.86-76
15873,
9730,L.2059
11786,L.2059
11913,L.2059
24609,L.2213.86-76
24610,L.2213.86-76
24611,L.2213.86-76
30142,L.2213.86-76
1007,L.2586.68-1
3104,
3105,
3106,
3108,
3109,
3110,
3112,
3115,
3117,
3123,
3180,
3181,
3182,
3183,
3184,
3185,
3186,
3187,
5167,
5168,
5169,
5875,
5876,
5877,
5878,
5879,
6225,
6226,
8754,L.2059
8755,L.2059
9283,L.2059
9360,L.2059
9581,L.2059
9723,L.2059
9724,L.2059
9725,L.2059
11600,F.A.2772.87-2
11601,F.A.2772.87-2
11602,F.A.2772.87-2
12932,L.2213.86-76
13690,L.2213.86-76
13706,L.2213.86-76
14637,L.2213.86-76
14699,L.2213.86-76
15678,A.9841.92-2
28155,L.2213.86-76
28158,L.2213.86-76
28159,L.2213.86-76
28500,L.2213.86-76
42268,
42269,
2066,L.2586.84-2
10258,L.2059
17112,
17114,
29109,L.2213.86-76
34987,
34988,
41498,F.A.3809.2001-1
30056,L.2213.86-76
30057,L.2213.86-76
30058,L.2213.86-76
4474,A.6093.52
5170,
5880,
5883,
5884,
6224,
6233,
6234,
6235,
6236,
6237,
6238,
6239,
3094,
3096,
3097,
3098,
3099,
3100,
3103,
3107,
3111,
3113,
3114,
3116,
3120,
3122,
3125,
5881,
5882,
6217,
6218,
6219,
6220,
6221,
6222,
6223,
6227,
6228,
6229,
6230,
6231,
6232,
12202,A.11154.88-1
28156,L.2213.86-76
28157,L.2213.86-76
4743,A.9862.74-1
2531,
3918,
5326,A.10121.76-4
9260,L.2059
9261,L.2059
13671,L.2213.86-76
28306,L.2213.86-76
669,L.2586.68-1
680,L.2586.68-1
858,L.2586.68-1
1218,A.9132.69-2
1461,
1462,
1463,
2092,L.2586.84-2
2729,
2730,
2731,
2732,
2733,
2734,
3052,
3053,
3054,
3055,
3056,
3057,
3479,
4594,A.9808.74-1
5157,
6112,
8569,L.2059
8592,L.2059
8593,L.2059
8750,L.2059
8751,L.2059
8831,L.2059
9265,L.2059
9355,L.2059
9356,L.2059
9583,L.2059
9584,L.2059
9585,L.2059
9586,L.2059
9587,L.2059
9588,L.2059
9589,L.2059
10373,L.2059
10374,L.2059
10378,L.2059
10379,L.2059
10380,L.2059
10384,L.2059
10390,L.2059
10392,L.2059
10393,L.2059
10395,L.2059
12105,L.2059
12213,L.2059
13719,L.2213.86-76
13828,L.2213.86-76
14110,L.2213.86-76
14126,L.2213.86-76
14295,L.2213.86-76
14975,L.2213.86-76
14976,L.2213.86-76
14977,L.2213.86-76
14978,L.2213.86-76
14979,L.2213.86-76
14980,L.2213.86-76
14981,L.2213.86-76
14982,L.2213.86-76
28080,L.2213.86-76
28081,L.2213.86-76
28082,L.2213.86-76
28083,L.2213.86-76
28087,L.2213.86-76
28088,L.2213.86-76
28089,L.2213.86-76
28090,L.2213.86-76
28091,L.2213.86-76
28092,L.2213.86-76
28093,L.2213.86-76
28094,L.2213.86-76
28095,L.2213.86-76
28096,L.2213.86-76
28097,L.2213.86-76
28098,L.2213.86-76
28099,L.2213.86-76
28100,L.2213.86-76
28101,L.2213.86-76
28102,L.2213.86-76
28103,L.2213.86-76
28104,L.2213.86-76
28792,L.2213.86-76
28793,L.2213.86-76
28794,L.2213.86-76
28795,L.2213.86-76
28796,L.2213.86-76
28797,L.2213.86-76
28798,L.2213.86-76
28799,L.2213.86-76
28800,L.2213.86-76
28801,L.2213.86-76
40205,F.A.3809.2001-1
40206,F.A.3809.2001-1
673,L.2586.68-1
821,L.2586.68-1
824,L.2586.68-1
826,L.2586.68-1
1459,
3061,
3064,
3130,
3131,
3401,A.3226
3676,L.2100.A.637
3913,A.E.62-8
3914,A.E.62-8
3915,A.E.62-8
4477,L.1931.55
4478,L.1931.55
4479,L.1931.55
4480,L.1931.55
4561,
9273,L.2059
9274,L.2059
9275,L.2059
10148,L.2059
10158,L.2059
10371,L.2059
10385,L.2059
10537,L.2213.86-76
10538,L.2133.86-76
10539,L.2133.86-76
10540,L.2133.86-76
10541,L.2133.86-76
10542,L.2133.86-76
10543,L.2133.86-76
10544,L.2133.86-76
10545,L.2133.86-76
10546,L.2133.86-76
10547,L.2133.86-76
10548,L.2133.86-76
10549,L.2133.86-76
10550,L.2133.86-76
10551,L.2133.86-76
10552,L.2133.86-76
10553,L.2133.86-76
10554,L.2133.86-76
10555,L.2133.86-76
10556,L.2133.86-76
10557,L.2133.86-76
10558,L.2133.86-76
10559,L.2133.86-76
10560,L.2133.86-76
10561,L.2133.86-76
10562,L.2133.86-76
10563,L.2133.86-76
10564,L.2133.86-76
10565,L.2133.86-76
10587,L.2213.86-76
10588,L.2213.86-76
10589,L.2213.86-76
11046,L.2213.86-76
11051,L.2213.86-76
11052,L.2213.86-76
11058,L.2213.86-76
12166,A.11154.88-1
12222,L.2059
12321,A.11154.88-1
12667,
12670,
13385,L.2213.86-76
13386,L.2213.86-76
13387,L.2213.86-76
13388,L.2213.86-76
13389,L.2213.86-76
13390,L.2213.86-76
14173,L.2213.86-76
15328,L.2213.86-76
26237,L.2213.86-76
26255,L.2213.86-76
26300,L.2213.86-76
26301,L.2213.86-76
28062,L.2213.86-76
28066,L.2213.86-76
28119,L.2213.86-76
28120,L.2213.86-76
28200,L.2213.86-76
28201,L.2213.86-76
28202,L.2213.86-76
28203,L.2213.86-76
28204,L.2213.86-76
28205,L.2213.86-76
28206,L.2213.86-76
28209,L.2213.86-76
28245,L.2213.86-76
28485,L.2213.86-76
28486,L.2213.86-76
28487,L.2213.86-76
28516,L.2213.86-76
28570,L.2213.86-76
29046,L.2213.86-76
29047,L.2213.86-76
29088,L.2213.86-76
29089,L.2213.86-76
29093,L.2213.86-76
29094,L.2213.86-76
29095,L.2213.86-76
29788,L.2213.86-76
30030,L.2213.86-76
30038,L.2213.86-76
42230,
42231,
42342,
28300,L.2213.86-76
29996,L.2213.86-76
29997,L.2213.86-76
29998,L.2213.86-76
650,L.2586.68-1
853,L.2586.68-1
863,L.2586.68-1
1023,L.2586.68-1
2100,L.2586.84-2
2140,L.2586.84-2
2141,L.2586.84-2
2162,L.2586.84-2
2165,L.2586.84-2
2176,L.2586.84-2
2177,L.2586.84-2
2727,
2728,
3912,A.5858.55-1
4192,A.5858
4193,L.2100.A.637
4194,L.2100.A.63
4195,L.2100.A.637
4308,A.5858.55-1
4370,A.6093
4372,L.2100.A.637
9354,L.2059
9570,L.2059
9572,L.2059
9573,L.2059
9574,L.2059
9575,L.2059
9576,L.2059
9727,L.2059
9729,L.2059
11034,L.2213.86-76
12355,A.11154.88-1
12845,L.2213.86-76
12846,L.2213.86-76
12847,L.2213.86-76
12848,L.2213.86-76
12849,L.2213.86-76
12850,L.2213.86-76
12851,L.2213.86-76
12853,L.2213.86-76
12897,L.2213.86-76
12898,L.2213.86-76
12899,L.2213.86-76
12900,L.2213.86-76
12901,L.2213.86-76
12902,L.2213.86-76
12903,L.2213.86-76
13182,L.2213.86-76
13183,L.2213.86-76
13184,L.2213.86-76
13185,L.2213.86-76
13186,L.2213.86-76
13187,L.2213.86-76
13188,L.2213.86-76
13189,L.2213.86-76
13190,L.2213.86-76
13191,L.2213.86-76
13192,L.2213.86-76
13193,L.2213.86-76
13194,L.2213.86-76
13195,L.2213.86-76
13196,L.2213.86-76
13472,L.2213.86-76
13473,L.2213.86-76
13474,L.2213.86-76
13475,L.2213.86-76
13476,L.2213.86-76
13477,L.2213.86-76
13478,L.2213.86-76
13479,L.2213.86-76
13480,L.2213.86-76
13481,L.2213.86-76
13484,L.2213.86-76
28160,L.2213.86-76
42313,
42432,
1464,
2721,
2722,
2723,
2724,
2725,
2726,
4345,A.5858.55-1
4346,A.5858.55-1
4347,A.5858.55-1
8389,A.11154.88-1
9571,L.2059
11622,F.A.2772.87-2
11623,F.A.2772.87-2
11830,L.2059
11831,L.2059
11832,L.2059
11833,L.2059
11834,L.2059
11835,L.2059
11836,L.2059
11837,L.2059
11841,L.2059
11842,L.2059
12026,A.11154.88-1
12033,A.11154.88-1
12045,A.11154.88-1
12047,A.11154.88-1
12048,A.11154.88-1
12327,A.11154.88-1
12333,A.11154.88-1
12414,A.11154.88-1
28471,L.2213.86-76
28472,L.2213.86-76
28473,L.2213.86-76
28474,L.2213.86-76
28475,L.2213.86-76
28476,L.2213.86-76
28477,L.2213.86-76
28478,L.2213.86-76
30300,L.2213.86-76
30301,L.2213.86-76
30302,L.2213.86-76
30303,L.2213.86-76
5183,A.E.239.55
9582,L.2059
12286,A.11154.88-1
12287,A.11154.88-1
12288,A.11154.88-1
12289,A.11154.88-1
849,L.2586.68-1
9594,L.2059
10396,L.2059
10397,L.2059
10398,L.2059
660,L.2586.68-1
671,L.2586.68-1
677,L.2586.68-1
679,L.2586.68-1
846,L.2586.68-1
856,L.2586.68-1
859,L.2586.68-1
860,L.2586.68-1
2069,L.2586.84-2
2736,
2737,
2740,
2743,
2744,
2748,
2749,
2750,
2751,
2752,
3066,A.1931.55-138
3070,L.2213.86-76
3072,L.2213.86-76
3074,L.2213.86-76
3075,L.2213.86-76
3079,L.2213.86-76
3082,A.1488
3084,A.1488
3127,
3167,
3168,L.2213.86-76
3169,
3170,
3171,L.2213.86-76
3315,A.1931.13-81
3317,A.1931.13-81
3319,A.1931.13-81
3320,A.1931.13-81
3321,A.1931.13-81
3322,A.1931.13-81
3323,
3326,A.1931.55-138
3329,A.1931.55-138
3335,L.2213.86-76
3336,A.1931.55-138
3340,A.1931.55-138
3347,A.1931.55-138
3348,A.1931.55-138
3349,A.1931.55-138
3350,A.1931.55-138
3351,A.1931.55-138
3352,A.1931.55-138
3354,A.1931.55-138
3358,A.1931.55-138
3359,A.1931.55-138
3360,A.1931.55-138
3361,A.1931.55-138
3362,
3363,
3364,
3365,
3366,
3367,
3368,
3369,A.1463
3370,
3379,A.1931.55-138
3385,A.2777
3393,
3394,
3395,
3397,
3398,A.1488
3443,A.6093.52
3444,A.6093.52
3445,
3446,A.6093.52
3447,A.6093.52
3448,A.6093.52
3450,A.6093.52
3452,A.6093.52
3454,A.6093.52
3456,A.6093.52
3459,A.6093.52
3460,A.6093.52
4615,A.1488
5155,
5385,A.10121.77-5
5451,P.1030.77-1
5637,P.1059.78-1
5850,
5954,
6473,L.2586.84-2
7311,L.2059
7314,L.2059
7315,L.2059
7323,L.2059
7326,L.2059
7328,L.2059
7330,L.2059
7331,L.2059
7332,L.2059
7333,L.2059
7336,L.2059
7337,L.2059
7340,L.2059
7343,L.2059
7344,L.2059
7345,L.2059
7349,L.2059
7350,L.2059
7352,L.2059
7353,L.2059
7355,L.2059
7356,L.2059
7359,L.2059
7360,L.2059
7361,L.2059
7362,L.2059
7363,L.2059
7364,L.2059
7366,L.2059
8435,L.2059
8436,L.2059
8437,L.2059
8760,L.2059
8761,L.2059
8767,L.2059
8772,L.2059
8774,L.2059
8776,L.2059
8834,L.2059
9358,L.2059
9514,
9592,L.2059
9756,L.2059
9759,L.2059
9760,L.2059
9763,L.2059
9765,L.2059
9887,L.2059
9888,L.2059
9889,L.2059
9890,L.2059
9891,L.2059
9892,L.2059
9893,L.2059
9894,L.2059
9895,L.2059
9896,L.2059
9897,L.2059
9898,L.2059
10142,L.2059
10143,L.2059
10144,L.2059
10145,L.2059
10146,L.2059
10147,L.2059
10149,L.2059
10150,L.2059
10151,L.2059
10152,L.2059
10185,L.2059
10193,L.2059
10194,L.2059
10195,L.2059
10197,L.2059
10199,L.2059
10200,L.2059
10201,L.2059
10203,L.2059
10205,L.2059
10206,L.2059
10208,L.2059
10210,L.2059
10211,L.2059
10212,L.2059
10213,L.2059
10214,L.2059
10215,L.2059
10216,L.2059
10217,L.2059
10218,L.2059
10219,L.2059
10221,L.2059
10222,L.2059
10224,L.2059
10225,L.2059
10226,L.2059
10227,L.2059
10228,L.2059
10229,L.2059
10230,L.2059
10231,L.2059
10232,L.2059
10356,L.2059
10367,L.2059
10368,L.2059
10369,L.2059
10382,L.2059
10386,L.2059
10399,L.2059
10405,L.2059
10590,L.2213.86-76
10595,L.2213.86-76
10598,L.2213.86-76
10599,L.2213.86-76
10601,L.2213.86-76
10972,L.2213.86-76
10976,L.2213.86-76
10977,L.2213.86-76
10981,L.2213.86-76
10983,L.2213.86-76
10984,L.2213.86-76
10986,L.2213.86-76
10987,L.2213.86-76
10989,L.2213.86-76
10990,L.2213.86-76
10991,L.2213.86-76
10992,L.2213.86-76
10997,L.2213.86-76
11019,L.2213.86-76
11020,L.2213.86-76
11021,L.2213.86-76
11022,L.2213.86-76
11023,L.2213.86-76
11024,L.2213.86-76
11026,L.2213.86-76
11027,L.2213.86-76
11028,L.2213.86-76
11029,L.2213.86-76
11031,L.2213.86-76
11032,L.2213.86-76
11033,L.2213.86-76
11049,L.2213.86-76
11050,L.2213.86-76
11055,L.2213.86-76
11056,L.2213.86-76
11064,L.2213.86-76
11065,L.2213.86-76
11066,L.2213.86-76
11067,L.2213.86-76
11069,L.2213.86-76
11072,L.2213.86-76
11077,L.2213.86-76
11078,L.2213.86-76
11079,L.2213.86-76
11080,L.2213.86-76
11081,L.2213.86-76
11082,L.2213.86-76
11083,L.2213.86-76
11084,L.2213.86-76
11085,L.2213.86-76
11086,L.2213.86-76
11087,L.2213.86-76
11088,L.2213.86-76
11090,L.2213.86-76
11091,L.2213.86-76
11092,L.2213.86-76
11093,L.2213.86-76
11094,L.2213.86-76
11095,L.2213.86-76
11096,L.2213.86-76
11097,L.2213.86-76
11106,L.2213.86-76
11109,L.2213.86-76
11110,L.2213.86-76
11111,L.2213.86-76
11112,L.2213.86-76
11113,L.2213.86-76
11116,L.2213.86-76
11119,L.2213.86-76
11125,L.2213.86-76
11128,L.2213.86-76
11130,L.2213.86-76
11131,L.2213.86-76
11132,L.2213.86-76
11135,L.2213.86-76
11137,L.2213.86-76
11138,L.2213.86-76
11139,L.2213.86-76
11140,L.2213.86-76
11141,L.2213.86-76
11142,L.2213.86-76
11143,L.2213.86-76
11144,L.2213.86-76
11146,L.2213.86-76
11147,L.2213.86-76
11159,L.2213.86-76
11160,L.2213.86-76
11162,L.2213.86-76
11163,L.2213.86-76
11164,L.2213.86-76
11165,L.2213.86-76
11166,L.2213.86-76
11167,L.2213.86-76
11168,L.2213.86-76
11169,L.2213.86-76
11170,L.2213.86-76
11171,L.2213.86-76
11172,L.2213.86-76
11173,L.2213.86-76
11174,L.2213.86-76
11175,L.2213.86-76
11176,L.2213.86-76
11177,L.2213.86-76
11178,L.2213.86-76
11179,L.2213.86-76
11180,L.2213.86-76
11181,L.2213.86-76
11182,L.2213.86-76
11184,L.2213.86-76
11185,L.2213.86-76
11189,L.2213.86-76
11194,L.2213.86-76
11195,L.2213.86-76
11198,L.2213.86-76
11199,L.2213.86-76
11204,L.2213.86-76
11205,L.2213.86-76
11207,L.2213.86-76
11211,L.2213.86-76
11233,L.2213.86-76
11234,L.2213.86-76
11236,L.2213.86-76
11250,L.2213.86-76
11256,L.2213.86-76
11257,L.2213.86-76
11258,L.2213.86-76
11259,L.2213.86-76
11261,L.2213.86-76
11262,L.2213.86-76
11263,L.2213.86-76
11266,L.2213.86-76
11267,L.2213.86-76
11268,L.2213.86-76
11281,L.2213.86-76
11282,L.2213.86-76
11284,L.2213.86-76
11285,L.2213.86-76
11286,L.2213.86-76
11288,L.2213.86-76
11290,L.2213.86-76
11291,L.2213.86-76
11295,L.2213.86-76
11296,L.2213.86-76
11297,L.2213.86-76
11298,L.2213.86-76
11299,L.2213.86-76
11300,L.2213.86-76
11301,L.2213.86-76
11302,L.2213.86-76
11303,L.2213.86-76
11305,L.2213.86-76
11306,L.2213.86-76
11315,L.2213.86-76
11316,L.2213.86-76
11318,L.2213.86-76
11320,L.2213.86-76
11321,L.2213.86-76
11329,L.2213.86-76
11330,L.2213.86-76
11331,L.2213.86-76
11333,L.2213.86-76
11334,L.2213.86-76
11336,L.2213.86-76
11342,L.2213.86-76
11346,L.2213.86-76
11348,L.2213.86-76
11351,L.2213.86-76
11352,L.2213.86-76
11354,L.2213.86-76
11358,L.2213.86-76
11363,L.2213.86-76
11364,L.2213.86-76
11366,L.2213.86-76
11370,L.2213.86-76
11372,L.2213.86-76
11377,L.2213.86-76
11379,L.2213.86-76
11380,L.2213.86-76
11381,L.2213.86-76
11382,L.2213.86-76
11383,L.2213.86-76
11384,L.2213.86-76
11399,L.2213.86-76
11400,L.2213.86-76
11401,L.2213.86-76
11405,L.2213.86-76
11406,L.2213.86-76
11407,L.2213.86-76
11418,L.2213.86-76
11424,L.2213.86-76
11429,L.2213.86-76
11441,L.2213.86-76
11443,L.2213.86-76
11444,L.2213.86-76
11445,L.2213.86-76
11447,L.2213.86-76
11448,L.2213.86-76
11449,L.2213.86-76
11458,L.2213.86-76
11459,L.2213.86-76
11460,L.2213.86-76
11461,L.2213.86-76
11462,L.2213.86-76
11463,L.2213.86-76
11464,L.2213.86-76
11466,L.2213.86-76
11467,L.2213.86-76
11468,L.2213.86-76
11469,L.2213.86-76
11470,L.2213.86-76
11471,L.2213.86-76
11472,L.2213.86-76
11473,L.2213.86-76
11474,L.2213.86-76
11481,L.2213.86-76
11483,L.2213.86-76
11485,L.2213.86-76
11489,L.2213.86-76
11490,L.2213.86-76
11495,L.2213.86-76
11499,L.2213.86-76
11500,L.2213.86-76
11501,L.2213.86-76
11504,L.2213.86-76
11508,L.2213.86-76
11509,L.2213.86-76
11510,L.2213.86-76
11511,L.2213.86-76
11512,L.2213.86-76
11515,L.2213.86-76
11516,L.2213.86-76
11518,L.2213.86-76
11521,L.2213.86-76
11522,L.2213.86-76
11523,L.2213.86-76
11524,L.2213.86-76
11525,L.2213.86-76
11526,L.2213.86-76
11528,L.2213.86-76
11529,L.2213.86-76
11531,L.2213.86-76
11532,L.2213.86-76
11533,L.2213.86-76
11534,L.2213.86-76
11542,L.2213.86-76
11545,L.2213.86-76
11556,L.2213.86-76
11557,L.2213.86-76
11558,L.2213.86-76
11559,L.2213.86-76
11609,F.A.2772.87-2
12099,A.11154.88-1
12100,A.11154.88-1
12101,L.2059
12118,A.11154.88-1
12206,A.11154.88-1
12207,A.11154.88-1
12208,A.11154.88-1
12209,A.11154.88-1
12210,A.11154.88-1
12334,A.11154.88-1
12373,A.11154.88-1
12522,A.11154.88-1
12534,A.11154.88-1
12578,A.11154.88-1
12579,A.11154.88-1
