SitSiteNumber,WEBSITE - accno
17167,
17168,
17169,
17170,
17172,
17173,
17175,
17210,
17543,
17544,
17545,
17602,
17607,
17665,F.A.1091.2002-17
23564,L.2213.86-76
23779,L.2213.86-76
23780,L.2213.86-76
23797,L.2213.86-76
23798,L.2213.86-76
23799,L.2213.86-76
23800,L.2213.86-76
23801,L.2213.86-76
23802,L.2213.86-76
23803,L.2213.86-76
23804,L.2213.86-76
23805,L.2213.86-76
23806,L.2213.86-76
23807,L.2213.86-76
28709,L.2213.86-76
29210,L.2213.86-76
29922,L.2213.86-76
31479,F.A.1219-2014-6
31501,
40549,F.A.3809.2001-1
40652,F.A.3809.2001-1
40663,F.A.3809.2001-1
40664,F.A.3809.2001-1
40666,F.A.3809.2001-1
40678,F.A.3809.2001-1
40679,F.A.3809.2001-1
41626,
41627,
41628,
41629,
41630,
41631,
41632,
41633,
41634,
41635,
41636,
41637,
41638,
41639,
41640,
41641,
41642,
41643,
41644,
41645,
41646,
41647,
26463,L.2213.86-76
28764,L.2213.86-76
28765,L.2213.86-76
29632,L.2213.86-76
41294,F.A.3809.2001-1
41295,F.A.3809.2001-1
41296,F.A.3809.2001-1
539,A.8430.68-5
2958,
2959,A.8640
2960,A.1914
2970,A.4052.67
3283,
4248,
4378,A.6093.52
4381,A.1914
4394,A.4052.67
10355,L.2059
15332,L.2213.86-76
23207,L.2213.86-76
23208,L.2213.86-76
30234,L.2213.86-76
30235,L.2213.86-76
30236,L.2213.86-76
5038,A.2471
12377,A.9711.90-14
2077,L.2586.84-2
5343,A.7756.61-1
5360,A.6987.59
5366,A.6440.58-5
5375,
5389,A.7756.61-1
5392,A.7756.61-1
5393,
5407,A.6440.85-5
5412,A.6440.85-5
5870,A.6440.79-7
5872,A.9618.79-9
6125,
7673,L.2059
9665,L.2059
14321,L.2741.91-1
14322,L.2741.91-1
14323,L.2741.91-1
14324,L.2741.91-1
14325,L.2741.91-1
14326,L.2741.91-1
14327,L.2741.91-1
14328,L.2741.91-1
14923,
14924,
14925,
14926,
14927,
14928,
16525,
16526,
16527,
16528,
16530,
16538,
16539,
16540,
16541,
16542,
16543,
16544,
16545,
16546,
16547,
16548,
16549,
16550,
16551,
16552,
16553,
16554,
16555,
16556,
16557,
16558,
16559,
16560,
16561,
16562,
16563,
16564,
16565,
16566,
16567,
16568,
16569,
16570,
16571,
16572,
16573,
16574,
16575,
16576,
16577,
16578,
16579,
16580,
16581,
16582,
16583,
16584,
16585,
16586,
16587,
16588,
16589,
16590,
16591,
16592,
16593,
16594,
16595,
16596,
16597,
16598,
16599,
16600,
16601,
16602,
16603,
16604,
16605,
16606,
16607,
16608,
16609,
16610,
16618,L.2213.86-76
16619,L.2213.86-76
16620,L.2213.86-76
16621,L.2213.86-76
16622,L.2213.86-76
16623,L.2213.86-76
16624,L.2213.86-76
16625,L.2213.86-76
16626,L.2213.86-76
16627,L.2213.86-76
16628,L.2213.86-76
16629,L.2213.86-76
16630,L.2213.86-76
16631,L.2213.86-76
16632,L.2213.86-76
16633,L.2213.86-76
16634,L.2213.86-76
16635,L.2213.86-76
16636,L.2213.86-76
16637,L.2213.86-76
16638,L.2213.86-76
16639,L.2213.86-76
16640,L.2213.86-76
16641,L.2213.86-76
16642,L.2213.86-76
16643,L.2213.86-76
19148,
24865,L.2213.86-76
24866,L.2213.86-76
29649,L.2213.86-76
31285,
31298,
31318,
40181,F.A.3809.2001-1
200,A.6440.54-3
201,
350,A.6440.58-5
351,
352,A.6440.58-5
353,A.6440.58-5
354,
355,
356,
357,A.6440.58-5
358,
359,A.6440.58-5
360,
361,
362,A.6440.58-5
363,A.6440.58-5
364,
365,
366,
367,A.4230.58-442
368,
369,
370,
371,
372,
373,A.4230.58-442
374,
375,
376,
377,A.4230.58-442
378,
379,
380,
381,
382,
383,
384,
385,
386,
387,
388,
389,A.4230.58-442
390,A.4230.58-442
391,A.4230.58-442
392,A.4230.58-442
393,A.6440.58-5
394,A.4230.58-442
395,
396,
397,
398,A.6440.58-5
399,A.6440.58-5
400,A.6440.58-5
495,A.7568.68-5
808,A.8972.68-1
1105,A.8811.68-49
1252,A.9279.70-1
1286,A.9300.70-1
1314,
1394,A.9400.70-1
1494,L.2586.84-2
1500,L.2586.84-2
1501,L.2586.84-2
1502,L.2586.84-2
1503,L.2586.84-2
1504,L.2586.84-2
1505,L.2586.84-2
1506,L.2586.84-2
1511,L.2586.84-2
1512,L.2586.84-2
1513,L.2586.84-2
1514,L.2586.84-2
1515,L.2586.84-2
1516,L.2586.84-2
1776,L.2586.84-2
2073,L.2586.84-2
2074,L.2586.84-2
2317,A.9423.71-2
2319,
2472,A.6440.71-1
2473,A.6440.71-1
2474,A.6440.71-1
2563,A.9321.72-2
3135,A.10013.76-2
3923,A.6440.73-2
3924,A.6440.73-2
3925,
4534,A.7558.60-5
4535,
4536,A.7558.60-1
4624,
4661,A.9548.73-2
4736,
5040,A.7853.62-1
5114,
5144,A.9711.76-4
5288,A.6439.75-8
5341,
5342,A.7756.61-1
5344,
5345,
5346,A.6440.58-5
5347,A.6440.58-5
5348,A.6440.58-5
5349,
5350,
5351,
5352,
5356,A.6440.58-5
5357,A.6987.59
5358,A.6440.58-5
5359,A.6440.58-5
5361,A.6987.59
5362,A.6987.59
5363,A.6987.59
5364,A.6440.58-5
5365,A.6440.58-5
5367,A.6440.58-5
5368,
5369,
5370,A.6440.58-5
5371,
5372,A.6440.58-5
5374,
5376,
5377,A.7756.61-1
5378,
5379,
5380,
5381,
5383,A.6440.58-5
5384,A.6440.58-5
5387,
5388,
5390,
5391,
5394,
5395,
5396,
5397,A.7756.61-1
5398,A.6440.58-5
5399,A.6440.58-5
5401,
5402,
5404,
5405,
5406,
5408,
5409,
5410,
5411,
5414,
5416,A.7756.61-1
5417,A.7756.61-1
5418,
5419,
5420,A.6440.58-5
5421,A.6440.58-5
5422,A.6440.58-5
5472,
5891,A.7691.80-10
6075,F.A.2310.81-1
6090,F.A.2310.81-1
6104,L.2059.72-23
6159,
6196,A.9426.84-4
6362,L.2586.84-2
6366,L.2586.84-2
6426,L.2586.84-2
6440,L.2586.84-2
6586,L.2586.84-2
7219,L.2059
9668,L.2059
11998,
15670,L.2213.86-76
15671,L.2213.86-76
16412,
16413,
16487,L.2586.84-2
16529,
16531,
16532,
16533,
16534,
16535,
16536,
16537,
16611,
20560,L.2213.86-76
20583,L.2213.86-76
23226,L.2213.86-76
23376,L.2213.86-76
24028,L.2213.86-76
24388,L.2213.86-76
24389,L.2213.86-76
24390,L.2213.86-76
24867,L.2213.86-76
24868,L.2213.86-76
24869,L.2213.86-76
24870,L.2213.86-76
24871,L.2213.86-76
24872,L.2213.86-76
24873,L.2213.86-76
24874,L.2213.86-76
24875,L.2213.86-76
24876,L.2213.86-76
25854,L.2213.86-76
25919,L.2213.86-76
25920,L.2213.86-76
25921,L.2213.86-76
25922,L.2213.86-76
25923,L.2213.86-76
25924,L.2213.86-76
25925,L.2213.86-76
25926,L.2213.86-76
25927,L.2213.86-76
26075,L.2213.86-76
26076,L.2213.86-76
26257,L.2213.86-76
29697,L.2213.86-76
29889,L.2213.86-76
29974,L.2213.86-76
30341,L.2213.86-76
30342,L.2213.86-76
30343,L.2213.86-76
30344,L.2213.86-76
30345,L.2213.86-76
30346,L.2213.86-76
30347,L.2213.86-76
30348,L.2213.86-76
31389,
42073,
42182,
42183,
42184,
42297,
42471,
42473,
9,A.52
13,A.52
20,P.87
25,P.87
101,
102,
103,
104,
105,
106,
107,A.6440.56-1
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
122,
124,
126,
127,
153,
169,
175,
177,
178,
190,
191,
193,
294,
296,
303,
304,
305,A.6440.58-1
307,
309,A.6997.57-17
312,
318,
485,A.6440.67-2
486,A.6440.67-2
492,A.6997.57-10
493,
635,A.74.68-12
2657,A.9611.72-1
2658,A.9611.72-1
2659,A.9611.72-1
2661,A.1323.52
2849,P.87
4502,P.87
4524,A.6093.52
4529,P.87
4532,
4538,
4773,A.1387
4786,A.6440.58-1
4847,
4901,A.9611.75-3
4902,A.9611.75-3
4903,A.9611.75-3
4914,
4976,
4980,A.9956.75-2
4985,
4986,
4991,A.2094.52-3
5430,A.10167.77-3
5566,A.10308.77-1
5652,A.10162.78-3
5885,A.9956.80-11
5951,
6007,A.10116.81-5
7271,L.2059
7277,L.2059
7290,L.2059
7295,L.2059
7915,L.2059
8037,L.2059
8038,L.2059
10167,
11699,
11943,A.11189.89-1
12625,L.2213.86-76
12626,L.2213.86-76
16136,L.2213.86-76
16202,L.2213.86-76
16247,L.2213.86-76
16248,L.2213.86-76
16314,L.2213.86-76
16331,L.2213.86-76
16815,A.6440.58-1
16817,A.6440.58-1
16862,A.6440.58-1
17263,F.A.1439.2003-8
17370,
17371,
17372,
17373,
17385,
17386,
17387,
17388,
17389,
17390,
17396,
17397,
17398,
17405,
17855,
18194,F.A. 3971.2004-1
18195,F.A. 3971.2004-1
18196,F.A. 3971.2004-1
18197,F.A. 3971.2004-1
18198,F.A. 3971.2004-1
18199,F.A. 3971.2004-1
18200,F.A. 3971.2004-1
18201,F.A. 3971.2004-1
18202,F.A. 3971.2004-1
18203,F.A. 3971.2004-1
18204,F.A. 3971.2004-1
18205,F.A. 3971.2004-1
18206,F.A. 3971.2004-1
18207,F.A. 3971.2004-1
18208,F.A. 3971.2004-1
18209,F.A. 3971.2004-1
18210,F.A. 3971.2004-1
18211,F.A. 3971.2004-1
18212,F.A. 3971.2004-1
18213,F.A. 3971.2004-1
18214,F.A. 3971.2004-1
18215,F.A. 3971.2004-1
20294,L.2213.86-76
20298,L.2213.86-76
20309,L.2213.86-76
20314,L.2213.86-76
20654,L.2213.86-76
22830,L.2213.86-76
23175,L.2213.86-76
23603,L.2213.86-76
23605,L.2213.86-76
23606,L.2213.86-76
26585,L.2213.86-76
28697,L.2213.86-76
28704,L.2213.86-76
29628,L.2213.86-76
30145,L.2213.86-76
30146,L.2213.86-76
30147,L.2213.86-76
31238,
31314,
41503,F.A.3809.2001-1
41996,
42209,
42219,
121,
123,
176,
180,
192,
194,
301,
302,
306,
308,A.6997.57-17
310,
311,A.6997.58-29
319,
320,
323,
336,
342,
448,
507,
2603,A.9127.72-5
2656,A.9611.72-1
2660,A.9611.72-1
2662,A.9611.72-1
2663,A.9611.72-1
3966,A.9956.76-6
4503,A.1323
4523,P.87
4556,
4585,A.6542.56-23
4869,
4870,
4898,A.9127.75-13
4917,A.6440.77-3
4918,
4967,
4981,A.9956.75-2
4989,
5037,
5091,A.9618.75-5
5108,
5138,A.10116.76-2
5139,A.10116.76-1
5140,A.10116.76-1
5141,A.10116.76-1
5142,A.10116.76-1
5143,A.10116.76-1
5192,A.9956.76-6
5201,A.8122.76-6
5328,F.A.4356.76-3
5425,A.10167.77-3
5426,A.10167.77-3
5571,A.9930.77-12
5574,A.9611.78-6
7220,L.2059
7297,L.2059
7298,L.2059
7299,L.2059
7302,L.2059
7792,
7962,
8039,L.2059
8070,A.9127.85-48
8156,L.2059
10166,
10260,L.2059
10434,A.11031.86-1
10651,A.11056.86-1
11578,
11579,
11580,
11581,
11627,A.11088.87-1
11628,A.11088.87-1
11701,L.2213.86-76
11965,
11970,
11971,
11972,
11973,
12019,A.6440.89-4
12490,L.2213.86-76
12627,L.2213.86-76
16206,
16207,L.2213.86-76
16440,L.2213.86-76
16881,
17093,
17269,
17274,
17275,
17281,F.A.4133.2011-1
17282,F.A.4133.2011-1
17283,F.A.4133.2011-1
17284,F.A.4133.2011-1
17285,F.A.4133.2011-1
17286,F.A.4133.2011-1
17287,F.A.4133.2011-1
17288,F.A.4133.2011-1
17289,F.A.4133.2011-1
17290,F.A.4133.2011-1
17421,F.A.1439.2002-6
17422,F.A.1439.2002-6
17423,F.A.1439.2002-6
17424,F.A.1439.2002-6
17425,F.A.1439.2002-6
20296,L.2213.86-76
20297,L.2213.86-76
20299,L.2213.86-76
20300,L.2213.86-76
20301,L.2213.86-76
20302,L.2213.86-76
20303,L.2213.86-76
20304,L.2213.86-76
20305,L.2213.86-76
20306,L.2213.86-76
20307,L.2213.86-76
20308,L.2213.86-76
20310,L.2213.86-76
20313,L.2213.86-76
20315,L.2213.86-76
21386,L.2213.86-76
21387,L.2213.86-76
22359,L.2213.86-76
22420,L.2213.86-76
23457,L.2213.86-76
23458,L.2213.86-76
25224,L.2213.86-76
25237,L.2213.86-76
25241,L.2213.86-76
26895,L.2213.86-76
27112,L.2213.86-76
27113,L.2213.86-76
27235,L.2213.86-76
28633,L.2213.86-76
29845,L.2213.86-76
30164,L.2213.86-76
31233,
31261,
31268,
31296,
31321,
31339,
34989,F.A.3755.2000-1
34995,F.A.3755.2000-1
40195,F.A.3809.2001-1
41657,
26,P.87
120,
125,
128,
150,
179,
195,
197,P.87
199,
243,
244,
340,
343,
410,
419,
481,A.8882.67-1
1071,
1187,A.8910.69-2
2622,
2693,
2702,A.9618.72-1
2704,
3139,
3276,
3282,
3287,A.1323
3382,
4525,A.2862
4528,P.87
4531,
4533,P.87
4558,A.9618.73-2
4562,A.9618.77-6
4758,A.7575.60
4785,
4855,
4856,
4857,
4858,
4859,
4860,
4861,
4862,
4863,
4864,
4866,
4867,
4868,
4871,
4872,
4873,
4874,
4875,
4876,
4877,
4878,
4879,
4880,
4881,
4882,
4883,
4884,
4885,
4897,A.9127.75-14
4899,A.9611.75-3
4900,A.9611.75-3
4915,
4916,A.9127.77-30
4926,
4937,
4938,
4958,A.9127.75-18
4964,
4988,
4990,A.6440.58-1
5018,A.9127.76-24
5058,A.9127.75-17
5109,
5122,
5128,A.2777
5154,
5158,
5159,
5185,A.7465
5205,
5206,
5207,
5208,
5209,
5210,
5211,
5212,
5213,
5214,
5215,
5216,
5217,
5240,P.87
5427,A.10167.77-3
5428,A.10167.77-3
5429,A.10167.77-3
5590,A.10308.78-2
5592,A.10308.78-2
5670,
5671,
5672,
5820,A.9127.79-44
7185,L.2059
7190,L.2059
7191,L.2059
7192,L.2059
7193,L.2059
7194,L.2059
7195,L.2059
7196,L.2059
7224,L.2059
7227,L.2059
7228,L.2059
7235,L.2059
7238,L.2059
7249,L.2059
7899,L.2059
8040,L.2059
8041,L.2059
8042,L.2059
8043,L.2059
8044,L.2059
8045,L.2059
8071,A.9127.85-48
8154,L.2059
8155,L.2059
8309,A.9127.86-51
10259,L.2059
10272,L.2059
10273,L.2059
10274,L.2059
11569,
11629,A.11088.87-1
11630,A.11088.87-1
11631,A.11088.87-1
11632,A.11088.87-1
11745,
11858,L.2059
11859,L.2059
12139,A.11154.88-1
12325,A.11154.88-1
12488,L.2213.86-76
12489,L.2213.86-76
12495,L.2213.86-76
15382,A.11289.92-1
15451,A.11207.92-1
15875,L.2213.86-76
15886,L.2059
16104,L.2213.86-76
16168,
16359,L.2213.86-76
16861,
16876,
16938,
17228,F.A.1439.2002-6
17229,F.A.1439.2002-6
17230,F.A.1439.2002-6
17231,F.A.1439.2002-6
17232,F.A.1439.2002-6
17233,F.A.1439.2002-6
17234,F.A.1439.2002-6
17235,F.A.1439.2002-6
17236,F.A.1439.2002-6
17237,F.A.1439.2002-6
17238,F.A.1439.2002-6
17239,F.A.1439.2002-6
17240,F.A.1439.2002-6
17241,F.A.1439.2002-6
17243,F.A.1439.2002-6
17249,F.A.1439.2002-6
17250,F.A.1439.2002-6
17251,F.A.1439.2002-6
17252,F.A.1439.2002-6
17253,F.A.1439.2002-6
17254,F.A.1439.2002-6
17261,F. A. 1439.2002-7
17265,F.A.1439.2003-8
17266,F.A.1439.2003-8
17267,F.A.1439.2003-8
17268,F.A.1439.2003-8
17277,
17278,
17279,
17295,
17296,
17297,
17354,
17366,
17374,
17375,
17380,
17383,
42474,
17403,
17430,
17840,
17841,
17842,
17843,
17844,
17845,
20138,L.2213.86-76
20295,L.2213.86-76
20311,L.2213.86-76
20312,L.2213.86-76
20316,L.2213.86-76
20585,L.2213.86-76
20593,L.2213.86-76
20906,L.2213.86-76
21381,L.2213.86-76
21382,L.2213.86-76
21383,L.2213.86-76
21384,L.2213.86-76
21385,L.2213.86-76
21732,L.2213.86-76
22410,L.2213.86-76
22412,L.2213.86-76
22417,L.2213.86-76
22778,L.2213.86-76
22779,L.2213.86-76
23193,L.2213.86-76
23459,L.2213.86-76
25225,L.2213.86-76
25730,L.2213.86-76
25738,L.2213.86-76
25829,L.2213.86-76
25957,L.2213.86-76
25958,L.2213.86-76
25959,L.2213.86-76
25960,L.2213.86-76
25961,L.2213.86-76
25962,L.2213.86-76
25963,L.2213.86-76
25964,L.2213.86-76
25965,L.2213.86-76
25966,L.2213.86-76
25967,L.2213.86-76
25968,L.2213.86-76
25969,L.2213.86-76
25970,L.2213.86-76
25971,L.2213.86-76
25972,L.2213.86-76
25973,L.2213.86-76
25974,L.2213.86-76
25975,L.2213.86-76
25976,L.2213.86-76
25977,L.2213.86-76
25978,L.2213.86-76
25979,L.2213.86-76
25980,L.2213.86-76
25981,L.2213.86-76
25982,L.2213.86-76
25983,L.2213.86-76
26893,L.2213.86-76
27014,L.2213.86-76
27129,L.2213.86-76
27130,L.2213.86-76
27292,L.2213.86-76
27293,L.2213.86-76
27294,L.2213.86-76
28629,L.2213.86-76
28649,L.2213.86-76
28655,L.2213.86-76
28703,L.2213.86-76
28768,L.2213.86-76
30121,L.2213.86-76
30143,L.2213.86-76
31312,
31337,
31365,
31369,
31370,
31383,
31384,
31437,
31461,
31504,
40636,F.A.3809.2001-1
41987,
4426,A.6440.77-5
8150,L.2059
8151,L.2059
10910,L.2059
27107,L.2213.86-76
2327,
421,
5639,A.9127.78-43
5640,A.9127.78-43
5641,A.9127.78-43
10731,
11761,A.9127.88-57
11762,A.9127.88-57
11922,
11923,
12245,A.11151.90-2
17876,
17877,
21648,L.2213.86-76
40078,F.A.3809.2001-1
40079,F.A.3809.2001-1
40995,F.A.3809.2001-1
40996,F.A.3809.2001-1
40997,F.A.3809.2001-1
40998,F.A.3809.2001-1
40999,F.A.3809.2001-1
41526,F.A.3809.2001-1
41527,F.A.3809.2001-1
41528,F.A.3809.2001-1
41529,F.A.3809.2001-1
41530,F.A.3809.2001-1
41531,F.A.3809.2001-1
41532,F.A.3809.2001-1
41533,F.A.3809.2001-1
41534,F.A.3809.2001-1
41535,F.A.3809.2001-1
41536,F.A.3809.2001-1
41537,F.A.3809.2001-1
41538,F.A.3809.2001-1
41539,F.A.3809.2001-1
41680,
41682,
41685,
298,
7843,L.2059
7844,L.2059
7845,L.2059
7847,L.2059
7863,L.2059
8299,A.6440.85-1
8300,A.6440.85-1
8301,A.6440.85-1
9196,A.6440.90-16
10082,
10610,
10611,
10612,
10613,
10614,
10615,
10806,L.2213.86-76
11917,
11918,
11919,
11921,
15620,
15787,L.2213.86-76
15855,L.2213.86-76
17592,
20423,L.2213.86-76
20429,L.2213.86-76
21200,L.2213.86-76
21201,L.2213.86-76
21202,L.2213.86-76
21203,L.2213.86-76
21204,L.2213.86-76
21205,L.2213.86-76
21206,L.2213.86-76
21208,L.2213.86-76
24150,L.2213.86-76
24153,L.2213.86-76
24155,L.2213.86-76
24157,L.2213.86-76
24160,L.2213.86-76
24161,L.2213.86-76
24164,L.2213.86-76
24165,L.2213.86-76
24167,L.2213.86-76
24168,L.2213.86-76
24169,L.2213.86-76
24170,L.2213.86-76
24171,L.2213.86-76
24172,L.2213.86-76
24173,L.2213.86-76
24174,L.2213.86-76
24175,L.2213.86-76
24176,L.2213.86-76
24178,L.2213.86-76
24181,L.2213.86-76
24537,L.2213.86-76
24538,L.2213.86-76
24539,L.2213.86-76
24540,L.2213.86-76
24541,L.2213.86-76
24542,L.2213.86-76
24543,L.2213.86-76
24544,L.2213.86-76
24545,L.2213.86-76
24546,L.2213.86-76
24547,L.2213.86-76
24548,L.2213.86-76
24550,L.2213.86-76
24553,L.2213.86-76
24554,L.2213.86-76
24555,L.2213.86-76
24556,L.2213.86-76
24557,L.2213.86-76
24559,L.2213.86-76
24562,L.2213.86-76
24563,L.2213.86-76
24565,L.2213.86-76
24567,L.2213.86-76
24568,L.2213.86-76
24569,L.2213.86-76
24571,L.2213.86-76
24572,L.2213.86-76
24573,L.2213.86-76
24574,L.2213.86-76
24575,L.2213.86-76
24576,L.2213.86-76
24583,L.2213.86-76
24585,L.2213.86-76
24587,L.2213.86-76
24588,L.2213.86-76
24591,L.2213.86-76
24592,L.2213.86-76
25840,L.2213.86-76
25841,L.2213.86-76
25843,L.2213.86-76
25845,L.2213.86-76
25848,L.2213.86-76
25849,L.2213.86-76
25928,L.2213.86-76
25929,L.2213.86-76
25930,L.2213.86-76
26068,L.2213.86-76
26069,L.2213.86-76
26070,L.2213.86-76
26071,L.2213.86-76
26072,L.2213.86-76
26073,L.2213.86-76
26074,L.2213.86-76
26185,L.2213.86-76
26187,L.2213.86-76
26188,L.2213.86-76
26189,L.2213.86-76
26190,L.2213.86-76
26191,L.2213.86-76
26192,L.2213.86-76
26193,L.2213.86-76
26194,L.2213.86-76
26195,L.2213.86-76
26196,L.2213.86-76
26197,L.2213.86-76
26198,L.2213.86-76
26199,L.2213.86-76
26200,L.2213.86-76
26201,L.2213.86-76
26202,L.2213.86-76
26203,L.2213.86-76
26204,L.2213.86-76
26206,L.2213.86-76
26207,L.2213.86-76
26211,L.2213.86-76
26212,L.2213.86-76
26213,L.2213.86-76
26214,L.2213.86-76
26484,L.2213.86-76
26485,L.2213.86-76
26486,L.2213.86-76
26487,L.2213.86-76
26523,L.2213.86-76
26524,L.2213.86-76
26525,L.2213.86-76
26526,L.2213.86-76
26527,L.2213.86-76
26528,L.2213.86-76
26993,L.2213.86-76
27201,L.2213.86-76
27202,L.2213.86-76
29217,L.2213.86-76
30141,L.2213.86-76
31024,L.2213.86-76
31025,L.2213.86-76
31026,L.2213.86-76
31027,L.2213.86-76
31028,L.2213.86-76
31029,L.2213.86-76
31030,L.2213.86-76
31031,L.2213.86-76
31032,L.2213.86-76
31033,L.2213.86-76
31034,L.2213.86-76
31035,L.2213.86-76
31036,L.2213.86-76
31037,L.2213.86-76
31038,L.2213.86-76
31039,L.2213.86-76
31040,L.2213.86-76
31041,L.2213.86-76
31042,L.2213.86-76
31043,L.2213.86-76
31044,L.2213.86-76
31045,L.2213.86-76
31046,L.2213.86-76
31047,L.2213.86-76
31048,L.2213.86-76
31049,L.2213.86-76
31050,L.2213.86-76
31051,L.2213.86-76
31052,L.2213.86-76
31053,L.2213.86-76
31054,L.2213.86-76
31055,L.2213.86-76
31056,L.2213.86-76
31057,L.2213.86-76
31058,L.2213.86-76
31059,L.2213.86-76
31060,L.2213.86-76
31061,L.2213.86-76
31062,L.2213.86-76
31083,L.2213.86-76
31084,L.2213.86-76
31085,L.2213.86-76
31088,L.2213.86-76
31089,L.2213.86-76
31090,L.2213.86-76
31093,L.2213.86-76
31094,L.2213.86-76
31095,L.2213.86-76
31096,L.2213.86-76
31097,L.2213.86-76
31098,L.2213.86-76
31099,L.2213.86-76
31100,L.2213.86-76
31101,L.2213.86-76
31102,L.2213.86-76
31103,L.2213.86-76
31104,L.2213.86-76
31105,L.2213.86-76
31106,L.2213.86-76
31107,L.2213.86-76
31108,L.2213.86-76
31109,L.2213.86-76
31110,L.2213.86-76
31111,L.2213.86-76
31112,L.2213.86-76
31480,
41683,
41686,
41687,
30,A.2298
81,A.4356
235,A.5858.52-4
246,
484,A.8899.67-1
1213,
1444,
2328,A.1849
2717,A.8020.72-14
2961,
2962,
2963,
2964,
2965,A.8420.65-1
2966,
2967,
2968,A.6143.52
2969,A.8420.65-1
2971,A.6093.52
2972,A.1849
2973,A.8640.66
2974,
3132,
3489,
4380,
4405,
4412,
4413,A.6093
4414,A.6093
4415,A.6093
4416,A.6093
4436,
5329,A.9359.76-2
5473,A.1806
5925,A.10570.80-1
5952,L.2586.84-2
6213,A.10570.84-2
6214,A.10570.84-2
6215,A.10570.84-2
6216,A.10570.84-2
6337,A.10169.83-3
6338,A.10169.83-3
7842,L.2059
7846,L.2059
7864,L.2059
7866,L.2059
7867,L.2059
7868,L.2059
8017,L.2059
8981,L.2059
10616,
10732,
11909,L.2059
16120,L.2213.86-76
16276,L.2213.86-76
16312,L.2059
18137,F.A. 3971.2004-1
18138,F.A. 3971.2004-1
18233,F.A. 3971.2004-1
18234,F.A. 3971.2004-1
18235,F.A. 3971.2004-1
18236,F.A. 3971.2004-1
18237,F.A. 3971.2004-1
18238,F.A. 3971.2004-1
18239,F.A. 3971.2004-1
18240,F.A. 3971.2004-1
20430,L.2213.86-76
20431,L.2213.86-76
20432,L.2213.86-76
20433,L.2213.86-76
20434,L.2213.86-76
20435,L.2213.86-76
20436,L.2213.86-76
20437,L.2213.86-76
20438,L.2213.86-76
20439,L.2213.86-76
20440,L.2213.86-76
20441,L.2213.86-76
20467,L.2213.86-76
20468,L.2213.86-76
20469,L.2213.86-76
20470,L.2213.86-76
20471,L.2213.86-76
20472,L.2213.86-76
20473,L.2213.86-76
20474,L.2213.86-76
20475,L.2213.86-76
20476,L.2213.86-76
20477,L.2213.86-76
20478,L.2213.86-76
20479,L.2213.86-76
20480,L.2213.86-76
20481,L.2213.86-76
20482,L.2213.86-76
20483,L.2213.86-76
20484,L.2213.86-76
20485,L.2213.86-76
20486,L.2213.86-76
20487,L.2213.86-76
20488,L.2213.86-76
20489,L.2213.86-76
20490,L.2213.86-76
20491,L.2213.86-76
20492,L.2213.86-76
20493,L.2213.86-76
20494,L.2213.86-76
20495,L.2213.86-76
20496,L.2213.86-76
20497,L.2213.86-76
20498,L.2213.86-76
20499,L.2213.86-76
20500,L.2213.86-76
20501,L.2213.86-76
20502,L.2213.86-76
20503,L.2213.86-76
20504,L.2213.86-76
20505,L.2213.86-76
20506,L.2213.86-76
20507,L.2213.86-76
20508,L.2213.86-76
20509,L.2213.86-76
20510,L.2213.86-76
20511,L.2213.86-76
20512,L.2213.86-76
20513,L.2213.86-76
20514,L.2213.86-76
20515,L.2213.86-76
20516,L.2213.86-76
20517,L.2213.86-76
20518,L.2213.86-76
20519,L.2213.86-76
20520,L.2213.86-76
20521,L.2213.86-76
20522,L.2213.86-76
20523,L.2213.86-76
20524,L.2213.86-76
20525,L.2213.86-76
20526,L.2213.86-76
20527,L.2213.86-76
20528,L.2213.86-76
20529,L.2213.86-76
20531,L.2213.86-76
20532,L.2213.86-76
20533,L.2213.86-76
20534,L.2213.86-76
20535,L.2213.86-76
20536,L.2213.86-76
20537,L.2213.86-76
20538,L.2213.86-76
20539,L.2213.86-76
20540,L.2213.86-76
20541,L.2213.86-76
20542,L.2213.86-76
20543,L.2213.86-76
20544,L.2213.86-76
20545,L.2213.86-76
20546,L.2213.86-76
20547,L.2213.86-76
20548,L.2213.86-76
20549,L.2213.86-76
20550,L.2213.86-76
20551,L.2213.86-76
20552,L.2213.86-76
20553,L.2213.86-76
20554,L.2213.86-76
20555,L.2213.86-76
20556,L.2213.86-76
20557,L.2213.86-76
20558,L.2213.86-76
20559,L.2213.86-76
20563,L.2213.86-76
20564,L.2213.86-76
20565,L.2213.86-76
20566,L.2213.86-76
20567,L.2213.86-76
20568,L.2213.86-76
20569,L.2213.86-76
20570,L.2213.86-76
20571,L.2213.86-76
20572,L.2213.86-76
20573,L.2213.86-76
20574,L.2213.86-76
20670,L.2213.86-76
20908,L.2213.86-76
21106,L.2213.86-76
21107,L.2213.86-76
21108,L.2213.86-76
21109,L.2213.86-76
21110,L.2213.86-76
21207,L.2213.86-76
21209,L.2213.86-76
21210,L.2213.86-76
21211,L.2213.86-76
21212,L.2213.86-76
21213,L.2213.86-76
21214,L.2213.86-76
21216,L.2213.86-76
21217,L.2213.86-76
21218,L.2213.86-76
21219,L.2213.86-76
21220,L.2213.86-76
21221,L.2213.86-76
21222,L.2213.86-76
