TaxTaxNo,EMUIRN,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SUBGENUS,SPECIES,TAXON,AITHOR,AITHOR1
7627,,Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Acila,,isthmica,Acila isthmica,"(Brown & Pilsbry, 1911)",
11114,204093,Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Acila,,truncata,Acila truncata,(Gabb),
6959,,Animalia,Echinodermata,Stelleroidea,Stenurida,Acinetasteridae,Acinetasteridae,,indet.,Acinetasteridae indet.,,
12002,204557,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Acirsa,,alpha,Acirsa alpha,"Squires & Saul, 2003",
12003,204558,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Acirsa,,beta,Acirsa beta,"Squires & Saul, 2003",
5116,,Animalia,Mollusca,Gastropoda,,Epitoniidae,Acirsa,,borealis,Acirsa borealis,"(Lyell, 1841)",
5134,,Animalia,Mollusca,Gastropoda,,Epitoniidae,Acirsa,,cerralvoensis,Acirsa cerralvoensis,"(DuShane, 1970)",
12004,204559,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Acirsa,,delta,Acirsa delta,"Squires & Saul, 2003",
12005,204560,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Acirsa,,epsilon,Acirsa epsilon,"Squires & Saul, 2003",
12006,204561,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Acirsa,,nexilia,Acirsa nexilia,"(White, 1889)",
12007,204562,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Acirsa,,obtusa,Acirsa obtusa,"(White, 1889)",
12482,203163,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Acirsa,,sp.,Acirsa sp.,,
1353,,Animalia,Mollusca,Gastropoda,,Epitoniidae,Acirsella,,effiae,Acirsella effiae,"(Willett, 1939)",
1372,,Animalia,Mollusca,Gastropoda,,Epitoniidae,Acirsella,,sp.,Acirsella sp.,,
7185,,Animalia,Mollusca,Cephalopoda,Oncocerida,Acleistoceratidae,Acleistoceratidae,,indet.,Acleistoceratidae indet.,,
1912,,Animalia,Mollusca,Gastropoda,,Acmaeidae,Acmaea,,funiculata,Acmaea funiculata,"(Carpenter, 1864)",
2,,Animalia,Mollusca,Gastropoda,,Acmaeidae,Acmaea,,mitra,Acmaea mitra,"Rathke, 1833",
11995,204551,Animalia,Mollusca,Gastropoda,Patellogastropoda,Acmaeidae,Acmaea,,occidentalis,Acmaea occidentalis,"(Hall & Meek, 1852)",
11996,204552,Animalia,Mollusca,Gastropoda,Patellogastropoda,Acmaeidae,Acmaea,,pilleolus,Acmaea pilleolus,"Stephenson, 1952",
3,203164,Animalia,Mollusca,Gastropoda,,Acmaeidae,Acmaea,,sp.,Acmaea sp.,,
7564,203082,Animalia,Mollusca,Gastropoda,,Acmaeidae,Acmaeidae,,indet.,Acmaeidae indet.,,
13016,,Animalia,Mollusca,Gastropoda,,Epitoniidae,Acrilla,,lolakensis,Acrilla lolakensis,"Durham, 1937",
13017,,Animalia,Mollusca,Gastropoda,,Epitoniidae,Acrilla,,procerus,Acrilla procerus,"Zinsmeister, 1983",
12255,203165,Animalia,Mollusca,Cephalopoda,Ammonoidea,Ancyloceratidae,Acrioceras,,sp.,Acrioceras sp.,,
11357,203973,Animalia,Mollusca,Cephalopoda,Ammonoidea,Ancyloceratidae,Acrioceras,,starrkingi,Acrioceras starrkingi,"Anderson, 1938",
12806,203974,Animalia,Mollusca,Cephalopoda,Ammonoidea,Acanthoceratidae,Acrioceras,,tabarelli,Acrioceras tabarelli,"(Astier, 1851)",
11358,203975,Animalia,Mollusca,Cephalopoda,Ammonoidea,Ancyloceratidae,Acrioceras,,voyanum,Acrioceras voyanum,"Anderson, 1938",
9414,,Animalia,Arthropoda,Trilobita,Ptychopariida,Solenopleuridae,Acrocephalites,,trifossatus,Acrocephalites trifossatus,"(Mason, 1935)",
6701,,Animalia,Coelenterata,Anthozoa,Scleractinia,Acroporidae,Acroporidae,,indet.,Acroporidae indet.,,
12600,203012,Animalia,Mollusca,Gastropoda,Basommatophora,Acroreiidae,Acroreiidae,,indet.,Acroreiidae indet.,,
6925,,Animalia,Echinodermata,Echinoidea,Salenioida,Acrosaleniidae,Acrosaleniidae,,indet.,Acrosaleniidae indet.,,
6510,,Animalia,Brachiopoda,Rhynchonellata,Spiriferida,Acrospiriferidae,Acrospiriferidae,,indet.,Acrospiriferidae indet.,,
11857,204816,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Acrostemma,,yoloensis,Acrostemma yoloensis,"(Anderson, 1958)",
4839,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Acrosterigma,,dalli,Acrosterigma dalli,"(Heilprin, 1887)",
547,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Acrosterigma,,magnum,Acrosterigma magnum,"(Linnaeus, 1758)",
559,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Acrosterigma,,pristipleura,Acrosterigma pristipleura,"(Dall, 1901)",
570,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Acrosterigma,,sp.,Acrosterigma sp.,,
11700,204797,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,aboriginalis,Acroteuthis aboriginalis,"Anderson, 1938",
11701,204798,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,barrana,Acroteuthis barrana,"Anderson, 1938",
11702,204799,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,divergens,Acroteuthis divergens,"Anderson, 1938",
11703,204800,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,impressa,Acroteuthis impressa,"(Gabb, 1864)",
11704,204801,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,kernensis,Acroteuthis kernensis,"Anderson, 1938",
11705,204328,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,kewana,Acroteuthis kewana,"Anderson, 1938",
11706,204329,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,macarthyensis,Acroteuthis macarthyensis,"Anderson, 1938",
11707,204330,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,mitchelli,Acroteuthis mitchelli,"Anderson, 1938",
11708,204331,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,onoensis,Acroteuthis onoensis,"Anderson, 1938",
11709,204332,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,shastensis,Acroteuthis shastensis,"Anderson, 1938",
12368,203167,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,sp.,Acroteuthis sp.,,
11710,204333,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,wilcoxi,Acroteuthis wilcoxi,"Anderson, 1938",
11711,204334,Animalia,Mollusca,Cephalopoda,Belemnitida,Belemnitidae,Acroteuthis,,winslowensis,Acroteuthis winslowensis,"Anderson, 1938",
13129,,Animalia,Brachiopoda,Lingulata,Lingulida,Acrothelidae,Acrothele,,subsidua,Acrothele subsidua,"(White, 1875)",
6397,,Animalia,Brachiopoda,Lingulata,Lingulida,Acrothelidae,Acrothelidae,,indet.,Acrothelidae indet.,,
6394,,Animalia,Brachiopoda,Lingulata,Acrotretida,Acrotretidae,Acrotretidae,,indet.,Acrotretidae indet.,,
6393,,Animalia,Brachiopoda,Lingulata,Acrotretida,,Acrotretida,,indet.,Acrotretida indet.,,
11788,204507,Animalia,Mollusca,Gastropoda,,Acteonellidae,Actaeonella,,parvus,Actaeonella parvus,"(Stanton, 1947)",
12397,203168,Animalia,Mollusca,Gastropoda,,Acteonellidae,Actaeonella,,sp.,Actaeonella sp.,,
6,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Acteocinidae,Acteocina,,eximia,Acteocina eximia,"(Baird, 1863)",
7,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Acteocinidae,Acteocina,,harpa,Acteocina harpa,"(Dall, 1871)",
8,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Acteocinidae,Acteocina,,inculta,Acteocina inculta,"(Gould, 1855)",
11,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Acteocinidae,Acteocina,,oldroydi,Acteocina oldroydi,"Dall, 1925",
12,207627,Animalia,Mollusca,Gastropoda,Cephalaspidea,Acteocinidae,Acteocina,,sp.,Acteocina sp.,,
9,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Acteocinidae,Acteocinidae,,indet.,Acteocinidae indet.,,
7697,,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,boulderanus,Acteon boulderanus,"Etherington, 1931",
14,,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,chehalisensis,Acteon chehalisensis,"(Weaver, 1916)",
11789,204511,Animalia,Mollusca,Gastropoda,,Acteonellidae,Acteonella,,frazierensis,Acteonella frazierensis,"Anderson, 1958",
11790,204512,Animalia,Mollusca,Gastropoda,,Acteonellidae,Acteonella,,fusiformis,Acteonella fusiformis,"Coquand, 1865",
11791,204513,Animalia,Mollusca,Gastropoda,,Acteonellidae,Acteonella,,oviformis,Acteonella oviformis,"Gabb, 1869",
11793,204514,Animalia,Mollusca,Gastropoda,,Acteonellidae,Acteonella,,rustica,Acteonella rustica,"Anderson, 1958",
12398,203170,Animalia,Mollusca,Gastropoda,,Acteonellidae,Acteonella,,sp.,Acteonella sp.,,
12604,203028,Animalia,Mollusca,Gastropoda,,Acteonellidae,Acteonellidae,,indet.,Acteonellidae indet.,,
15,203029,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteonidae,,indet.,Acteonidae indet.,,
11795,204508,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,inornatus,Acteon inornatus,"White, 1889",
17,,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,parvuum,Acteon parvuum,"Dickerson, 1917",
11797,204509,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,politus,Acteon politus,"(Gabb, 1869)",
12987,,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,simiensis,Acteon simiensis,"(Nelson, 1925)",
19,203169,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,sp.,Acteon sp.,,
11799,204510,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,sullivanae,Acteon sullivanae,"Murphy & Rodda, 1960",
12988,,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,susanaensis,Acteon susanaensis,"(Nelson, 1925)",
21,,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,traskii,Acteon traskii,"Dall, 1919",
6702,,Animalia,Coelenterata,Anthozoa,Scleractinia,Actinacididae,Actinacididae,,indet.,Actinacididae indet.,,
7033,,Animalia,Mollusca,Cephalopoda,Actinocerida,Actinoceratidae,Actinoceratidae,,indet.,Actinoceratidae indet.,,
6850,,Animalia,Echinodermata,Crinoidea,Monobathrida,Actinocrinitidae,Actinocrinitidae,,indet.,Actinocrinitidae indet.,,
6750,,Animalia,Coelenterata,Hydrozoa,Stromatoporoidea,Actinostromatidae,Actinostromatidae,,indet.,Actinostromatidae indet.,,
3726,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Actonia,,almo,Actonia almo,"(Bartsch, 1911)",
3731,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Actonia,,compacta,Actonia compacta,"(Carpenter, 1864)",
3736,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Actonia,,filosa,Actonia filosa,"(Carpenter, 1864)",
3743,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Actonia,,oldroydae,Actonia oldroydae,"(Bartsch, 1911)",
3746,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Actonia,,rosana,Actonia rosana,"(Bartsch, 1911)",
3747,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Actonia,,sp.,Actonia sp.,,
3752,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Actonia,,tumida,Actonia tumida,"(Carpenter, 1857)",
8037,,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Acutostrea,,miguelensis,Acutostrea miguelensis,"(Hertlein, 1928)",
7017,203171,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Acutostrea,,sp.,Acutostrea sp.,,
9822,204100,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Acutostrea,,taxidonta,Acutostrea taxidonta,"(Packard, 1922)",
22,,Animalia,Mollusca,Gastropoda,,Addisoniidae,Addisonia,,brophyi,Addisonia brophyi,"McLean, 1985",
24,,Animalia,Mollusca,Gastropoda,,Addisoniidae,Addisonia,,sp.,Addisonia sp.,,
23,,Animalia,Mollusca,Gastropoda,,Addisoniidae,Addisoniidae,,indet.,Addisoniidae indet.,,
11237,204232,Animalia,Mollusca,Bivalvia,Venerida,Donacidae,Adelodonax,,altus,Adelodonax altus,"(Gabb, 1864)",
12211,203172,Animalia,Mollusca,Bivalvia,Venerida,Donacidae,Adelodonax,,sp.,Adelodonax sp.,,
11238,204233,Animalia,Mollusca,Bivalvia,Venerida,Donacidae,Adelodonax,,tectus,Adelodonax tectus,"Saul, 1989",
4761,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Adelomelon,,barattinii,Adelomelon barattinii,"Klappenbach & Ureta, 1966",
4763,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Adelomelon,,beckii,Adelomelon beckii,"(Broderip, 1836)",
4767,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Adelomelon,,pilsbryi,Adelomelon pilsbryi,"(Ihering, 1899)",
4768,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Adelomelon,,posei,Adelomelon posei,"Scarabino et al., 2004",
4769,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Adelomelon,,riosi,Adelomelon riosi,"Clench & Turner, 1964",
4770,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Adelomelon,,sp.,Adelomelon sp.,,
4775,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Adelomelon,,valdesiense,Adelomelon valdesiense,"Scarabino et al., 2004",
6616,,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Adeonidae,Adeonidae,,indet.,Adeonidae indet.,,
457,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,,borealis,Admete borealis,"Adams, 1855)",
460,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,,californica,Admete californica,"(Dall, 1908)",
7951,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,,clatskaniensis,Admete clatskaniensis,"Anderson and Martin, 1914",
473,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,,gracilior,Admete gracilior,"(Carpenter, 1869)",
482,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,,seftoni,Admete seftoni,"Berry, 1956",
484,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,,sp.,Admete sp.,,
503,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,,viridula,Admete viridula,"(Fabricius, 1780)",
504,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,,woodworthi,Admete woodworthi,"Dall, 1905",
6511,,Animalia,Brachiopoda,Rhynchonellata,Spiriferida,Adolfiidae,Adolfiidae,,indet.,Adolfiidae indet.,,
4288,,Animalia,Mollusca,Bivalvia,Veneroida,Lasaeidae,Adontorhina,,cyclia,Adontorhina cyclia,"Berry, 1947",
1768,,Animalia,Mollusca,Bivalvia,Veneroida,Lasaeidae,Adontorhina,,pisum,Adontorhina pisum,"(Dall, 1908)",
1775,,Animalia,Mollusca,Bivalvia,Veneroida,Lasaeidae,Adontorhina,,sp.,Adontorhina sp.,,
4305,,Animalia,Mollusca,Bivalvia,Lucinoida,Thyasiridae,Adontorhina,,sphaericosa,Adontorhina sphaericosa,"Scott, 1986",
2732,,Animalia,Mollusca,Bivalvia,Nuculanoida,Nuculanidae,Adrana,,crenifera,Adrana crenifera,"(Sowerby I, 1833)",
2740,,Animalia,Mollusca,Bivalvia,Nuculanoida,Nuculanidae,Adrana,,exoptata,Adrana exoptata,"(Pilsbry & Lowe, 1932)",
2761,,Animalia,Mollusca,Bivalvia,Nuculanoida,Nuculanidae,Adrana,,metcalfei,Adrana metcalfei,"(Hanley, 1860)",
2769,,Animalia,Mollusca,Bivalvia,Nuculanoida,Nuculanidae,Adrana,,penascoensis,Adrana penascoensis,"(Lowe, 1935)",
2779,,Animalia,Mollusca,Bivalvia,Nuculanoida,Nuculanidae,Adrana,,sowerbyana,Adrana sowerbyana,"(d'Orbigny, 1845)",
2780,,Animalia,Mollusca,Bivalvia,Nuculanoida,Nuculanidae,Adrana,,sp.,Adrana sp.,,
7041,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Adrianitidae,Adrianitidae,,indet.,Adrianitidae indet.,,
2470,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Adula,,californiensis,Adula californiensis,"(Philippi, 1847)",
2492,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Adula,,diegensis,Adula diegensis,"(Dall, 1911)",
2504,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Adula,,gruneri,Adula gruneri,"(Philippi, 1851)",
2519,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Adula,,mcknighti,Adula mcknighti,"(Hanna, 1927)",
2550,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Adula,,schmidtii,Adula schmidtii,"(Schrenck, 1867)",
2554,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Adula,,soleniformis,Adula soleniformis,"(d'Orbigny, 1842)",
2555,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Adula,,sp.,Adula sp.,,
6244,,Animalia,Arthropoda,Ostracoda,Palaeocopida,Aechminidae,Aechminidae,,indet.,Aechminidae indet.,,
2977,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Aequipecten,,glyptus,Aequipecten glyptus,"(Verrill, 1882)",
3009,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Aequipecten,,paranensis,Aequipecten paranensis,"(d'Orbigny, 1842)",
3031,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Aequipecten,,sp.,Aequipecten sp.,,
885,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Aesopus,,aliciae,Aesopus aliciae,"Marincovich, 1973",
892,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Aesopus,,chrysalloides,Aesopus chrysalloides,"(Carpenter, 1864)",
911,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Aesopus,,myrmecoon,Aesopus myrmecoon,"Dall, 1916",
923,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Aesopus,,sanctus,Aesopus sanctus,"Dall, 1919",
925,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Aesopus,,sp.,Aesopus sp.,,
12906,,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Aeteidae,Aetea,,paraligulata,Aetea paraligulata,"Soule et al., 1996",
12907,,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Aeteidae,Aetea,,pseudoanguina,Aetea pseudoanguina,"Soule et al., 1996",
12908,,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Aeteidae,Aetea,,sp.,Aetea sp.,,
853,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cochlespiridae,Aforia,,addicotti,Aforia addicotti,"Javidpour, 1973",
854,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cochlespiridae,Aforia,,campbelli,Aforia campbelli,"Durham, 1944",
855,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cochlespiridae,Aforia,,clallamensis,Aforia clallamensis,"(Weaver, 1916)",
7582,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cochlespiridae,Aforia,,nicoya,Aforia nicoya,"(Olsson, 1942)",
857,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cochlespiridae,Aforia,,sp.,Aforia sp.,,
858,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cochlespiridae,Aforia,,wardi,Aforia wardi,"(Tegland, 1933)",
12088,204856,Animalia,Mollusca,Gastropoda,Vetigastropoda,Nododelphinulidae,Afrollonia,,elderensis,Afrollonia elderensis,"Squires, 2011",
12505,203173,Animalia,Mollusca,Gastropoda,Vetigastropoda,Nododelphinulidae,Afrollonia,,sp.,Afrollonia sp.,,
6793,,Animalia,Echinodermata,Crinoidea,Cladida,Agassizocrinidae,Agassizocrinidae,,indet.,Agassizocrinidae indet.,,
7042,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Agathiceratidae,Agathiceratidae,,indet.,Agathiceratidae indet.,,
3973,,Animalia,Mollusca,Gastropoda,,Tegulidae,Agathistoma,,bergeroni,Agathistoma bergeroni,"McLean, 1970",
3976,,Animalia,Mollusca,Gastropoda,,Tegulidae,Agathistoma,,eiseni,Agathistoma eiseni,"(Jordan, 1936)",
3982,,Animalia,Mollusca,Gastropoda,,Tegulidae,Agathistoma,,patagonica,Agathistoma patagonica,"(d'Orbigny, 1840)",
3983,,Animalia,Mollusca,Gastropoda,,Tegulidae,Agathistoma,,rubroflammulata,Agathistoma rubroflammulata,"(Koch, 1843)",
3984,,Animalia,Mollusca,Gastropoda,,Tegulidae,Agathistoma,,sp.,Agathistoma sp.,,
4923,,Animalia,Mollusca,Gastropoda,,Tegulidae,Agathistoma,,viridulus,Agathistoma viridulus,"(Gmelin, 1791)",
12089,204857,Animalia,Mollusca,Gastropoda,Vetigastropoda,Nododelphinulidae,Agathodonta,,brooksi,Agathodonta brooksi,"Allison, 1955",
12090,204858,Animalia,Mollusca,Gastropoda,Vetigastropoda,Nododelphinulidae,Agathodonta,,haegerti,Agathodonta haegerti,"Squires, 2011",
12506,203174,Animalia,Mollusca,Gastropoda,Vetigastropoda,Nododelphinulidae,Agathodonta,,sp.,Agathodonta sp.,,
2123,,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Agathotoma,,alcippe,Agathotoma alcippe,"(Dall, 1918)",
2137,,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Agathotoma,,finitima,Agathotoma finitima,"(Pilsbry & Lowe, 1932)",
2143,,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Agathotoma,,hexagona,Agathotoma hexagona,"(Gabb, 1865)",
8005,,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Agathotoma,,howei,Agathotoma howei,"(Anderson & Martin, 1914)",
2147,,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Agathotoma,,klasmidia,Agathotoma klasmidia,"Shasky, 1971",
2151,,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Agathotoma,,ordinaria,Agathotoma ordinaria,"(Smith, 1882)",
2156,,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Agathotoma,,secalis,Agathotoma secalis,"Shasky, 1971",
2157,,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Agathotoma,,sp.,Agathotoma sp.,,
2168,,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Agathotoma,,stellata,Agathotoma stellata,"(Mörch, 1860)",
7956,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Agatrix,,galei,Agatrix galei,"(Addicott, 1970)",
6930,,Animalia,Echinodermata,Edrioasteroidea,,Agelacrinitidae,Agelacrinitidae,,indet.,Agelacrinitidae indet.,,
1281,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Agladrillia,,plicatella,Agladrillia plicatella,"(Dall, 1908)",
1283,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Agladrillia,,sp.,Agladrillia sp.,,
6230,,Animalia,Arthropoda,Merostomata,Aglaspida,Aglaspididae,Aglaspididae,,indet.,Aglaspididae indet.,,
11286,204234,Animalia,Mollusca,Bivalvia,Venerida,Tellinidae,Agnomyax,,monilifera,Agnomyax monilifera,"(Gabb, 1864)",
12226,203175,Animalia,Mollusca,Bivalvia,Venerida,Tellinidae,Agnomyax,,sp.,Agnomyax sp.,,
6275,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Agnostidae,,indet.,Agnostidae indet.,,
9517,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Agnostus,,altus,Agnostus altus,"(Gronwall, 1902)",
9514,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Agnostus,,americanus,Agnostus americanus,"(Billings, 1860)",
10184,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Agnostus,,bidens,Agnostus bidens,"(Meek, 1884)",
9520,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Agnostus,,brighamensis,Agnostus brighamensis,"(Resser, 1939)",
9519,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Agnostus,,integer,Agnostus integer,"(Beyrich, 1845)",
9515,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Agnostus,,montis,Agnostus montis,"(Matthew, 1899)",
9516,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Agnostus,,orion,Agnostus orion,"(Billings, 1860)",
9518,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Agnostus,,pisiformis,Agnostus pisiformis,"(Wahlenburg, 1821)",
9919,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Agnostus,,sp.,Agnostus sp.,,
7043,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Agoniatitidae,Agoniatitidae,,indet.,Agoniatitidae indet.,,
6307,,Animalia,Arthropoda,Trilobita,Ptychopariida,Agraulidae,Agraulidae,,indet.,Agraulidae indet.,,
12820,,Animalia,Arthropoda,Trilobita,Ptychopariida,Agraulidae,Agraulos,,ceticephalus,Agraulos ceticephalus,"(Barrande, 1864)",
9474,,Animalia,Arthropoda,Trilobita,Ptychopariida,Agraulidae,Agraulos,,frankenwaldensis,Agraulos frankenwaldensis,"(Wurm, 1925)",
9476,,Animalia,Arthropoda,Trilobita,Ptychopariida,Agraulidae,Agraulos,,hemisphericus,Agraulos hemisphericus,"(Berkey, 1898)",
9475,,Animalia,Arthropoda,Trilobita,Ptychopariida,Agraulidae,Agraulos,,primaerus,Agraulos primaerus,"(Barrande, 1850)",
9473,,Animalia,Arthropoda,Trilobita,Ptychopariida,Agraulidae,Agraulos,,sp.,Agraulos sp.,,
27,,Animalia,Mollusca,Gastropoda,Anaspidea,Akeridae,Akera,,julieae,Akera julieae,"Valdés & Barwick, 2005",
12670,204355,Animalia,Mollusca,Gastropoda,Aplysiomorpha,Akeridae,Akera,,psakas,Akera psakas,"Saul, m.s.",
28,203176,Animalia,Mollusca,Gastropoda,Anaspidea,Akeridae,Akera,,sp.,Akera sp.,,
26,203005,Animalia,Mollusca,Gastropoda,Anaspidea,Akeridae,Akeridae,,indet.,Akeridae indet.,,
