TaxTaxNo,EMUIRN,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SUBGENUS,SPECIES,TAXON,AITHOR,AITHOR1
10019,,Animalia,Arthropoda,Trilobita,Ptychopariida,Alokistocaridae,Utaspis,,marjumensis,Utaspis marjumensis,"(Robison, 1964)",
9340,,Animalia,Arthropoda,Trilobita,Ptychopariida,Alokistocaridae,Utaspis,,sp.,Utaspis sp.,,
9301,,Animalia,Arthropoda,Trilobita,Ptychopariida,Emmrichellidae,Utia,,curio,Utia curio,"(Walcott, 1924)",
4411,,Animalia,Mollusca,Gastropoda,,Turbinidae,Uvanilla,,buschii,Uvanilla buschii,"(Philippi, 1844)",
4421,,Animalia,Mollusca,Gastropoda,,Turbinidae,Uvanilla,,sp.,Uvanilla sp.,,
4425,,Animalia,Mollusca,Gastropoda,,Turbinidae,Uvanilla,,unguis,Uvanilla unguis,"(Wood, 1828)",
7559,,Chromista,Foraminifera,,Foraminiferida,Uvigerinidae,Uvigerinidae,,indet.,Uvigerinidae indet.,,
13332,,Chromista,Foraminifera,Foraminifera incertae sedis,Lagenida,Vaginulinidae,Vaginulina,,subbadenensis,Vaginulina subbadenensis,"Cushman & Gray, 1946",
4519,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vanikoridae,Vanikoridae,,indet.,Vanikoridae indet.,,
9227,,Animalia,Arthropoda,Trilobita,Corynexochida,Zacanthoididae,Vanuxemella,,contracta,Vanuxemella contracta,"(Walcott, 1916)",
8137,,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Vaquerosella,,andersoni,Vaquerosella andersoni,"(Twitchell, 1915)",
7598,,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Vaquerosella,,coreyi,Vaquerosella coreyi,"Durham, 1953",
7971,,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Vaquerosella,,durhami,Vaquerosella durhami,"Adegoke, 1969",
7972,,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Vaquerosella,,merriami,Vaquerosella merriami,"(Anderson, 1905)",
11978,204960,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Varens,,anae,Varens anae,"Saul & Popenoe, 1993",
11979,204961,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Varens,,formosus,Varens formosus,"Saul & Popenoe, 1993",
12474,203622,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Varens,,sp.,Varens sp.,,
8215,,Animalia,Mollusca,Bivalvia,Myoida,Corbulidae,Varicorbula,,capayana,Varicorbula capayana,"(Vokes, 1939)",
8216,,Animalia,Mollusca,Bivalvia,Myoida,Corbulidae,Varicorbula,,cliffensis,Varicorbula cliffensis,"(Hanna, 1927)",
1027,,Animalia,Mollusca,Bivalvia,Myoida,Corbulidae,Varicorbula,,gibbiformis,Varicorbula gibbiformis,"(Grant & Gale, 1931)",
1028,,Animalia,Mollusca,Bivalvia,Myoida,Corbulidae,Varicorbula,,granti,Varicorbula granti,"(Olsson, 1942)",
1029,,Animalia,Mollusca,Bivalvia,Myoida,Corbulidae,Varicorbula,,grovesi,Varicorbula grovesi,"(Coan, 2002)",
1036,,Animalia,Mollusca,Bivalvia,Myoida,Corbulidae,Varicorbula,,obesa,Varicorbula obesa,"(Hinds, 1843)",
1048,,Animalia,Mollusca,Bivalvia,Myoida,Corbulidae,Varicorbula,,sp.,Varicorbula sp.,,
12593,203004,Animalia,Mollusca,Cephalopoda,Ammonoidea,Vascoceratidae,Vascoceratidae,,indet.,Vascoceratidae indet.,,
11735,204356,Animalia,Mollusca,Gastropoda,Basommatophora,Acroreiidae,Vasculum,,obliquum,Vasculum obliquum,"White, 1889",
12382,203623,Animalia,Mollusca,Gastropoda,Basommatophora,Acroreiidae,Vasculum,,sp.,Vasculum sp.,,
2413,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vasula,,sp.,Vasula sp.,,
2416,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vasula,,speciosa,Vasula speciosa,"(Valenciennes, 1832)",
4408,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,Vasum,,caestus,Vasum caestus,"(Broderip, 1833)",
4410,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,Vasum,,sp.,Vasum sp.,,
7339,,Animalia,Porifera,Hyalospongea,Lyssakida,Vauxiidae,Vauxiidae,,indet.,Vauxiidae indet.,,
8280,,Animalia,Mollusca,Gastropoda,Cycloneritimorpha,Neritidae,Velates,,californicus,Velates californicus,"Vokes, 1935",
7613,,Animalia,Mollusca,Gastropoda,Cycloneritimorpha,Neritidae,Velates,,perversus,Velates perversus,"(Gmelin, 1791)",
6748,,Animalia,Coelenterata,Hydrozoa,Siphonophorida,Velellidae,Velellidae,,indet.,Velellidae indet.,,
4524,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutina,,conica,Velutina conica,"Dall, 1887",
4526,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutina,,granulata,Velutina granulata,"Dall, 1919",
4529,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutina,,prolongata,Velutina prolongata,"Carpenter, 1864",
4532,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutina,,sitkensis,Velutina sitkensis,"Adams, 1853",
4536,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutina,,sp.,Velutina sp.,,
4538,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutina,,velutina,Velutina velutina,"(Müller, 1776)",
4527,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutinidae,,indet.,Velutinidae indet.,,
7343,,Animalia,Vendobionta,,,,Vendobionta,,indet.,Vendobionta indet.,,
7481,,Ichnofossil,,,,,Vendoglossa,,isp.,Vendoglossa isp.,,
7899,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Venericardia,(Pacificor),aragonia,Venericardia (Pacificor) aragonia,"(Arnold & Hannibal, 1914)",
7900,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Venericardia,(Pacificor),calafia,Venericardia (Pacificor) calafia,"Stewart, 1930",
7901,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Venericardia,(Pacificor),clarki,Venericardia (Pacificor) clarki,"Weaver & Palmer, 1922",
7902,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Venericardia,(Pacificor),hornii,Venericardia (Pacificor) hornii,"Weaver & Palmer, 1922",
7903,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Venericardia,(Pacificor),mulleri,Venericardia (Pacificor) mulleri,"Verastegui, 1953",
7904,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Venericardia,(Pacificor),nelsoni,Venericardia (Pacificor) nelsoni,"Verastegui, 1953",
7905,203764,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Venericardia,(Pacificor),taliaferroi,Venericardia (Pacificor) taliaferroi,"Verastegui, 1953",
7906,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Venericardia,(Venericor),vallecitosensis,Venericardia (Venericor) vallecitosensis,"(Vokes, 1939)",
7907,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Venericardia,(Venericor),venturensis,Venericardia (Venericor) venturensis,"Waring, 1914",
4598,203133,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Veneridae,,indet.,Veneridae indet.,,
12885,202775,Animalia,Mollusca,Bivalvia,Venerida,,Venerida,,indet.,Venerida indet.,,
11334,204311,Animalia,Mollusca,Bivalvia,Venerida,Veniellidae,Veniella,,crassa,Veniella crassa,"Whiteaves, 1879",
12241,203625,Animalia,Mollusca,Bivalvia,Venerida,Veniellidae,Veniella,,sp.,Veniella sp.,,
12551,203134,Animalia,Mollusca,Bivalvia,Venerida,Veniellidae,Veniellidae,,indet.,Veniellidae indet.,,
7331,,Animalia,Porifera,Hyalospongea,Lychniskida,Ventriculitidae,Ventriculitidae,,indet.,Ventriculitidae indet.,,
11332,204312,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Venus,,collinium,Venus collinium,"Anderson, 1938",
11333,204313,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Venus,,corella,Venus corella,"Anderson, 1938",
12240,203626,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Venus,,sp.,Venus sp.,,
3692,,Animalia,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Veprecula,,sculpta,Veprecula sculpta,"(Hinds, 1843)",
3698,,Animalia,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Veprecula,,sp.,Veprecula sp.,,
2987,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Veprichlamys,,incantata,Veprichlamys incantata,"(Hertlein, 1972)",
3055,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Veprichlamys,,sp.,Veprichlamys sp.,,
7560,,Chromista,Foraminifera,Fusulinata,Fusulinida,Verbeekinidae,Verbeekinidae,,indet.,Verbeekinidae indet.,,
4727,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Vermetidae,,indet.,Vermetidae indet.,,
4473,,Animalia,Mollusca,Gastropoda,,Turritellidae,Vermicularia,,fewkesi,Vermicularia fewkesi,"(Yates, 1890)",
4480,,Animalia,Mollusca,Gastropoda,,Turritellidae,Vermicularia,,pellucida,Vermicularia pellucida,"(Broderip & Sowerby I, 1829)",
4487,,Animalia,Mollusca,Gastropoda,,Turritellidae,Vermicularia,,sp.,Vermicularia sp.,,
11808,204812,Animalia,Mollusca,Gastropoda,,Itieriidae,Vernedia,,pacifica,Vernedia pacifica,"Squires & Saul, 2002",
12406,203627,Animalia,Mollusca,Gastropoda,,Itieriidae,Vernedia,,sp.,Vernedia sp.,,
12890,,Animalia,Vertebrata,,,,Vertebrata,,indet.,Vertebrata indet.,,
11523,204793,Animalia,Mollusca,Cephalopoda,Ammonoidea,Gaudryceratidae,Vertebrites,,kayei,Vertebrites kayei,"(Forbes, 1846)",
12308,203628,Animalia,Mollusca,Cephalopoda,Ammonoidea,Gaudryceratidae,Vertebrites,,sp.,Vertebrites sp.,,
4735,,Animalia,Mollusca,Bivalvia,Anomalodesmata,Verticordiidae,Verticordiidae,,indet.,Verticordiidae indet.,,
413,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Verticumbo,,charybdis,Verticumbo charybdis,"Berry, 1940",
419,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Verticumbo,,dorsata,Verticumbo dorsata,"(Broderip, 1834)",
429,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Verticumbo,,lingulata,Verticumbo lingulata,"(Gould, 1846)",
436,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Verticumbo,,orbiculata,Verticumbo orbiculata,"(Dall, 1919)",
451,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Verticumbo,,sp.,Verticumbo sp.,,
2932,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Vertipecten,,alexclarki,Vertipecten alexclarki,"Addicott, 1973",
2941,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Vertipecten,,bowersi,Vertipecten bowersi,"(Arnold, 1906)",
7908,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Vertipecten,,fucanus,Vertipecten fucanus,"(Dall, 1900)",
2993,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Vertipecten,,kernensis,Vertipecten kernensis,"(Hertlein, 1925)",
8057,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Vertipecten,,perrini,Vertipecten perrini,"(Arnold, 1906)",
8059,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Vertipecten,,porterensis,Vertipecten porterensis,"(Weaver, 1912)",
3056,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Vertipecten,,sp.,Vertipecten sp.,,
3076,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Vertipecten,,yneziana,Vertipecten yneziana,"(Arnold, 1907)",
4748,,Animalia,Mollusca,Bivalvia,Veneroida,Vesicomyidae,Vesicomyidae,,indet.,Vesicomyidae indet.,,
13198,202957,Animalia,Mollusca,Gastropoda,Vetigastropoda,,Vetigastropoda,,indet.,Vetigastropoda indet.,,
2552,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Vilasina,,seminuda,Vilasina seminuda,"(Dall, 1897)",
2587,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Vilasina,,sp.,Vilasina sp.,,
2598,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Vilasina,,vernicosa,Vilasina vernicosa,"(Middendorf, 1849)",
6476,,Animalia,Brachiopoda,Rhynchonellata,Pentamerida,Virgianidae,Virgianidae,,indet.,Virgianidae indet.,,
318,,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Viridibuccinum,,sp.,Viridibuccinum sp.,,
328,,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Viridibuccinum,,viridum,Viridibuccinum viridum,"(Dall, 1890)",
1395,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Vitreolina,,berryi,Vitreolina berryi,"(Willett, 1944)",
1398,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Vitreolina,,columbiana,Vitreolina columbiana,"(Bartsch, 1917)",
1402,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Vitreolina,,cosmia,Vitreolina cosmia,"(Bartsch, 1917)",
1404,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Vitreolina,,grippi,Vitreolina grippi,"(Bartsch, 1917)",
1412,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Vitreolina,,macra,Vitreolina macra,"(Bartsch, 1917)",
1415,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Vitreolina,,montereyensis,Vitreolina montereyensis,"(Bartsch, 1917)",
1435,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Vitreolina,,sp.,Vitreolina sp.,,
1440,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Vitreolina,,yod,Vitreolina yod,"(Carpenter, 1857)",
4317,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Vitrinella,,arnoldi,Vitrinella arnoldi,"(Bartsch, 1927)",
4322,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Vitrinella,,eschnaurae,Vitrinella eschnaurae,"Bartsch, 1907",
8107,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Vitrinella,,lens,Vitrinella lens,"(Keen, 1943)",
4324,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Vitrinella,,oldroydi,Vitrinella oldroydi,"Bartsch, 1907",
4329,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Vitrinella,,sp.,Vitrinella sp.,,
4331,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Vitrinella,,thomasi,Vitrinella thomasi,"Bartsch, 1918",
4333,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Vitrinella,,williamsoni,Vitrinella williamsoni,"(Dall, 1892)",
2362,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,recurvirostris,Vokesimurex recurvirostris,"(Broderip, 1833)",
2414,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,sp.,Vokesimurex sp.,,
9267,,Animalia,Arthropoda,Trilobita,Ptychopariida,Ptychopariidae,Volocephalina,,connexa,Volocephalina connexa,"(Palmer in Palmer and Halley, 1979)",
9268,,Animalia,Arthropoda,Trilobita,Ptychopariida,Ptychopariidae,Volocephalina,,contracta,Volocephalina contracta,"(Palmer in Palmer and Halley, 1979)",
245,,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Volutharpa,,ampullacea,Volutharpa ampullacea,"(Middendorf, 1848)",
319,,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Volutharpa,,sp.,Volutharpa sp.,,
4765,203073,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutidae,,indet.,Volutidae indet.,,
13099,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutilithes,,calabasasensis,Volutilithes calabasasensis,"Nelson, 1925",
13103,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutilithes,,orocopiaensis,Volutilithes orocopiaensis,"Squires & Advocate, 1986",
13105,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutilithes,,torreyensis,Volutilithes torreyensis,"Givens, 1978",
13106,,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutocorbis,,virginiae,Volutocorbis virginiae,"Zinsmeister, 1977",
11993,204543,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma?,,antherena,Volutoderma? antherena,"Saul & Squires, 2008",
11980,204962,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,angelica,Volutoderma angelica,"Saul & Squires, 2008",
11981,204963,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,averillii,Volutoderma averillii,"(Gabb, 1864)",
11982,204964,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,blakei,Volutoderma blakei,"Saul & Squires, 2008",
11983,204965,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,californica,Volutoderma californica,"Dall, 1903",
11984,204966,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,elderi,Volutoderma elderi,"Saul & Squires, 2008",
11985,204842,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,gabbi,Volutoderma gabbi,"White, 1889",
11986,204843,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,jalama,Volutoderma jalama,"Saul & Squires, 2008",
11987,204537,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,magna,Volutoderma magna,"Packard, 1922",
11988,204538,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,perissa,Volutoderma perissa,"Saul & Squires, 2008",
11989,204539,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,querna,Volutoderma querna,"Saul & Squires, 2008",
11990,204540,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,santana,Volutoderma santana,"Packard, 1922",
12475,203629,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,sp.,Volutoderma sp.,,
11991,204541,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,suciana,Volutoderma suciana,"Dall, 1907",
11992,204542,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Volutoderma,,ynezae,Volutoderma ynezae,"Saul & Squires, 2008",
1175,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Volvarina,,sp.,Volvarina sp.,,
1177,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Volvarina,,taeniolata,Volvarina taeniolata,"Mörch, 1860",
3700,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Volvulella,,californica,Volvulella californica,"Dall, 1919",
3701,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Volvulella,,catharia,Volvulella catharia,"Dall, 1919",
3702,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Volvulella,,cooperi,Volvulella cooperi,"Dall, 1919",
3703,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Volvulella,,cylindrica,Volvulella cylindrica,"(Carpenter, 1864)",
8092,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Volvulella,,gluma,Volvulella gluma,"Keen, 1943",
8094,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Volvulella,,joaquinensis,Volvulella joaquinensis,"Addicott, 1970",
3711,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Volvulella,,sp.,Volvulella sp.,,
6666,,Animalia,Chordata,Actinopterygii,Siluriformes,Vorhisiidae,Vorhisiidae,,indet.,Vorhisiidae indet.,,
2101,,Animalia,Mollusca,Bivalvia,Pterioida,Malleidae,Vulsella,,clarki,Vulsella clarki,"Vokes, 1939",
2107,,Animalia,Mollusca,Bivalvia,Pterioida,Malleidae,Vulsella,,sp.,Vulsella sp.,,
12152,205011,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,Waldheimia,,imbricata,Waldheimia imbricata,"Cooper, 1894",
12534,203631,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,Waldheimia,,sp.,Waldheimia sp.,,
7482,,Ichnofossil,,,,,Walpia,,isp.,Walpia isp.,,
9035,,Animalia,Arthropoda,Trilobita,Redlichiida,Olenellidae,Wannerellus,,alcatrazensis,Wannerellus alcatrazensis,"(Bohach, 1997)",
9031,,Animalia,Arthropoda,Trilobita,Redlichiida,Olenellidae,Wanneria,,mexicana prima,Wanneria mexicana prima,"(Lochman, 1952)",
9032,,Animalia,Arthropoda,Trilobita,Redlichiida,Olenellidae,Wanneria,,nathorsi,Wanneria nathorsi,"(Poulsen, 1932)",
9033,,Animalia,Arthropoda,Trilobita,Redlichiida,Olenellidae,Wanneria,,sp.,Wanneria sp.,,
9029,,Animalia,Arthropoda,Trilobita,Redlichiida,Olenellidae,Wanneria,,walcottana,Wanneria walcottana,"(Wanner, 1910)",
9030,,Animalia,Arthropoda,Trilobita,Redlichiida,Olenellidae,Wanneria,,walcottana buelnaensis,Wanneria walcottana buelnaensis,"(Lochman, 1952)",
9034,,Animalia,Arthropoda,Trilobita,Redlichiida,Olenellidae,Wannerina,,sp.,Wannerina sp.,,
7300,,Animalia,Porifera,Demospongiae,Haplosclerida,Wapkiidae,Wapkiidae,,indet.,Wapkiidae indet.,,
6008,,Animalia,Arthropoda,,Waptiida,Waptiidae,Waptia,,fieldensis,Waptia fieldensis,"Walcott, 1912",
6382,,Animalia,Arthropoda,Trilobitoidea,Waptiida,Waptiidae,Waptiidae,,indet.,Waptiidae indet.,,
12781,,Animalia,Arthropoda,Trilobita,Ptychopariida,Phillipsiidae,Weberides,,mucronatus,Weberides mucronatus,"(McCoy, 1844)",
12782,,Animalia,Arthropoda,Trilobita,Ptychopariida,Phillipsiidae,Weberides,,ploto,Weberides ploto,"(Hahn and Hahn, 1991)",
10222,,Animalia,Arthropoda,Trilobita,Ptychopariida,Phillipsiidae,Weberides,,sp.,Weberides sp.,,
11994,204544,Animalia,Mollusca,Gastropoda,Neogastropoda,Weeksiidae,Weeksia,,lubbocki,Weeksia lubbocki,"Stephenson, 1960",
12477,203632,Animalia,Mollusca,Gastropoda,Neogastropoda,Weeksiidae,Weeksia,,sp.,Weeksia sp.,,
12616,203074,Animalia,Mollusca,Gastropoda,Neogastropoda,Weeksiidae,Weeksiidae,,indet.,Weeksiidae indet.,,
9923,,Animalia,Arthropoda,Trilobita,Ptychopariida,Lonchocephalidae,Weeksina,,unispina,Weeksina unispina,"(Hupe, 1953)",
6508,,Animalia,Brachiopoda,Rhynchonellata,Rhynchonellida,Wellerellidae,Wellerellidae,,indet.,Wellerellidae indet.,,
13133,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolicocephalidae,Wenkchemnia,,housensis,Wenkchemnia housensis,"(Sundberg, 1994)",
9160,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Wenkchemnia,,sulcata,Wenkchemnia sulcata,"(Rasetti, 1951)",
13134,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolicocephalidae,Wenkchemnia,,swasensis,Wenkchemnia swasensis,"(Sundberg, 1994)",
13186,,Animalia,Arthropoda,Trilobita,Phacopida,Homalonotidae,Wenndorfia,,planus,Wenndorfia planus,"(Koch, 1880)",
6937,,Animalia,Echinodermata,Helicoplacoidea,,Westgardellidae,Westgardellidae,,indet.,Westgardellidae indet.,,
9689,,Animalia,Arthropoda,Trilobita,Odontopleurida,Odontopleuridae,Whittingtonia,,sp.,Whittingtonia sp.,,
9465,,Animalia,Arthropoda,Trilobita,Ptychopariida,Idahoiidae,Wilbernia,,halli,Wilbernia halli,"(Resser, 1937)",
3846,,Animalia,Mollusca,Gastropoda,Basommotophora,Siphonariidae,Williamia,,peltoides,Williamia peltoides,"(Carpenter, 1864)",
3850,,Animalia,Mollusca,Gastropoda,Basommotophora,Siphonariidae,Williamia,,sp.,Williamia sp.,,
3851,,Animalia,Mollusca,Gastropoda,Basommotophora,Siphonariidae,Williamia,,subspiralis,Williamia subspiralis,"(Carpenter, 1864)",
11294,203822,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Willimactra,(Petromactra),mathewsonii,Willimactra (Petromactra) mathewsonii,"(Gabb, 1864)",
11267,203823,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Willimactra,(Petromactra),truncata,Willimactra (Petromactra) truncata,"(Gabb, 1864)",
11265,204314,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Willimactra,,popenoei,Willimactra popenoei,"Saul, 1973",
11266,204315,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Willimactra,,putida,Willimactra putida,"Saul, 1973",
12222,203633,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Willimactra,,sp.,Willimactra sp.,,
6026,,Animalia,Annelida,Polychaeta,Miskoiida,Wiwaxiidae,Wiwaxiidae,,indet.,Wiwaxiidae indet.,,
