index,SitSiteNumber,AdmOriginalData 1,AdmOriginalData 4,IPCollName_tab 1,IPCollName_tab 2,IPCollName_tab 3,IPCollName_tab 4,IPCollName_tab,IPCollName_tab (verbatim),IPStartDate0,IPEndDate0,Date (verbatim)
33958,LACMIP 41866,,,unknown,,,,unknown,,,,
33959,LACMIP 41867,,,unknown,,,,unknown,,,,
33960,LACMIP 41868,,,unknown,,,,unknown,,,,
33961,LACMIP 41869,,,unknown,,,,unknown,,,,
33962,LACMIP 41870,,,unknown,,,,unknown,,,,
33963,LACMIP 41871,,,unknown,,,,unknown,,,,
33964,LACMIP 41872,,,unknown,,,,unknown,,,,
33965,LACMIP 41873,,,unknown,,,,unknown,,,,
33966,LACMIP 41874,,,unknown,,,,unknown,,,,
33967,LACMIP 41875,,,unknown,,,,unknown,,,,
33968,LACMIP 41876,,,unknown,,,,unknown,,,,
33969,LACMIP 41877,,,unknown,,,,unknown,,,,
33970,LACMIP 41878,,,unknown,,,,unknown,,,,
33971,LACMIP 41879,,,unknown,,,,unknown,,,,
33972,LACMIP 41880,,,unknown,,,,unknown,,,,
33973,LACMIP 41881,,,unknown,,,,unknown,,,,
33974,LACMIP 41882,,,unknown,,,,unknown,,,,
33975,LACMIP 41883,,,unknown,,,,unknown,,,,
33976,LACMIP 41884,,,unknown,,,,unknown,,,,
33977,LACMIP 41885,,,unknown,,,,unknown,,,,
33978,LACMIP 41886,,,unknown,,,,unknown,,,,
33979,LACMIP 41887,,,unknown,,,,unknown,,,,
33980,LACMIP 41888,,,unknown,,,,unknown,,,,
33981,LACMIP 41889,,,unknown,,,,unknown,,,,
33982,LACMIP 41890,,,unknown,,,,unknown,,,,
33983,LACMIP 41891,,,unknown,,,,unknown,,,,
33984,LACMIP 41892,,,unknown,,,,unknown,,,,
33985,LACMIP 41893,,,unknown,,,,unknown,,,,
33986,LACMIP 41894,,,unknown,,,,unknown,,,,
33987,LACMIP 41895,,,unknown,,,,unknown,,,,
33988,LACMIP 41896,,,unknown,,,,unknown,,,,
33989,LACMIP 41897,,,unknown,,,,unknown,,,,
33990,LACMIP 41898,,,unknown,,,,unknown,,,,
33991,LACMIP 41899,,,unknown,,,,unknown,,,,
33992,LACMIP 41900,,,unknown,,,,unknown,,,,
33993,LACMIP 41901,,,unknown,,,,unknown,,,,
33994,LACMIP 41902,,,unknown,,,,unknown,,,,
33995,LACMIP 41903,,,unknown,,,,unknown,,,,
33996,LACMIP 41904,,,unknown,,,,unknown,,,,
33997,LACMIP 41905,,,unknown,,,,unknown,,,,
33998,LACMIP 41906,,,unknown,,,,unknown,,,,
33999,LACMIP 41907,,,unknown,,,,unknown,,,,
34000,LACMIP 41908,,,unknown,,,,unknown,,,,
34001,LACMIP 41909,,,unknown,,,,unknown,,,,
34002,LACMIP 41910,,,unknown,,,,unknown,,,,
34003,LACMIP 41911,,,unknown,,,,unknown,,,,
34004,LACMIP 41912,,,unknown,,,,unknown,,,,
34005,LACMIP 41913,,,unknown,,,,unknown,,,,
34006,LACMIP 41914,,,unknown,,,,unknown,,,,
34007,LACMIP 41915,,,unknown,,,,unknown,,,,
34008,LACMIP 41916,,,unknown,,,,unknown,,,,
34009,LACMIP 41917,,,unknown,,,,unknown,,,,
34010,LACMIP 41918,,,unknown,,,,unknown,,,,
34011,LACMIP 41919,,,unknown,,,,unknown,,,,
34012,LACMIP 41920,,,unknown,,,,unknown,,,,
34013,LACMIP 41921,,,unknown,,,,unknown,,,,
34014,LACMIP 41922,,,unknown,,,,unknown,,,,
34015,LACMIP 41923,,,unknown,,,,unknown,,,,
34016,LACMIP 41924,,,unknown,,,,unknown,,,,
34017,LACMIP 41925,,,unknown,,,,unknown,,,,
34018,LACMIP 41926,,,unknown,,,,unknown,,,,
34019,LACMIP 41927,,,unknown,,,,unknown,,,,
34020,LACMIP 41928,,,unknown,,,,unknown,,,,
34021,LACMIP 41929,,,unknown,,,,unknown,,,,
34022,LACMIP 41930,,,unknown,,,,unknown,,,,
34023,LACMIP 41931,,,unknown,,,,unknown,,,,
34024,LACMIP 41932,,,unknown,,,,unknown,,,,
34025,LACMIP 41933,,,unknown,,,,unknown,,,,
34026,LACMIP 41934,,,unknown,,,,unknown,,,,
34027,LACMIP 41935,,,unknown,,,,unknown,,,,
34028,LACMIP 41936,,,unknown,,,,unknown,,,,
34029,LACMIP 41937,,,unknown,,,,unknown,,,,
34030,LACMIP 41938,,,unknown,,,,unknown,,,,
34031,LACMIP 41939,,,unknown,,,,unknown,,,,
34032,LACMIP 41940,,,unknown,,,,unknown,,,,
34033,LACMIP 41941,,,unknown,,,,unknown,,,,
34034,LACMIP 41942,,,unknown,,,,unknown,,,,
34035,LACMIP 41943,,,unknown,,,,unknown,,,,
34036,LACMIP 41948,,,unknown,,,,unknown,,,,
34037,LACMIP 41949,,,unknown,,,,unknown,,,,
34038,LACMIP 41950,,,unknown,,,,unknown,,,,
34039,LACMIP 41951,,,unknown,,,,unknown,,,,
34040,LACMIP 41952,,,unknown,,,,unknown,,,,
34041,LACMIP 41953,,,unknown,,,,unknown,,,,
34042,LACMIP 41954,,,unknown,,,,unknown,,,,
34043,LACMIP 41955,,,unknown,,,,unknown,,,,
34044,LACMIP 41956,,,unknown,,,,unknown,,,,
34045,LACMIP 41957,,,unknown,,,,unknown,,,,
34046,LACMIP 41958,,,unknown,,,,unknown,,,,
34047,LACMIP 41959,,,unknown,,,,unknown,,,,
34048,LACMIP 41960,,,unknown,,,,unknown,,,,
34049,LACMIP 41961,,,unknown,,,,unknown,,,,
34050,LACMIP 41962,,,unknown,,,,unknown,,,,
34051,LACMIP 41963,,,unknown,,,,unknown,,,,
34052,LACMIP 41964,,,unknown,,,,unknown,,,,
34053,LACMIP 41965,,,unknown,,,,unknown,,,,
34054,LACMIP 41966,,,unknown,,,,unknown,,,,
34055,LACMIP 41967,,,unknown,,,,unknown,,,,
34056,LACMIP 41968,,,unknown,,,,unknown,,,,
34057,LACMIP 41969,,,unknown,,,,unknown,,,,
34058,LACMIP 41970,,,unknown,,,,unknown,,,,
34059,LACMIP 41971,,,unknown,,,,unknown,,,,
34060,LACMIP 41972,,,unknown,,,,unknown,,,,
34061,LACMIP 41973,,,unknown,,,,unknown,,,,
34062,LACMIP 41974,,,unknown,,,,unknown,,,,
34063,LACMIP 41975,,,unknown,,,,unknown,,,,
34064,LACMIP 41976,,,unknown,,,,unknown,,,,
34065,LACMIP 41977,,,unknown,,,,unknown,,,,
34066,LACMIP 41978,,,unknown,,,,unknown,,,,
34067,LACMIP 41979,,,unknown,,,,unknown,,,,
34075,LACMIP 41991,,,unknown,,,,unknown,,,,
34076,LACMIP 41992,,,unknown,,,,unknown,,,,
34077,LACMIP 41993,,,unknown,,,,unknown,,,,
34078,LACMIP 41994,,,unknown,,,,unknown,,,,
34079,LACMIP 41995,,,unknown,,,,unknown,,,,
34080,LACMIP 41997,VERBATIM COLLECTOR NAME: R. Kisch & B. Kisch,FORMATTED COLLECTOR NAME: R. Kisch; B. Kisch,R. Kisch,B. Kisch,,,"R. Kisch, B. Kisch",R. Kisch & B. Kisch,,,
34081,LACMIP 42008,,,unknown,,,,unknown,,,,
34082,LACMIP 42016,,,unknown,,,,unknown,,,,
34083,LACMIP 42017,,,unknown,,,,unknown,,,,
34084,LACMIP 42018,,,unknown,,,,unknown,,,,
34086,LACMIP 42066,,,unknown,,,,unknown,,,,
34087,LACMIP 42067,VERBATIM COLLECTOR NAME: Casanova purchase,,unknown,,,,unknown,Casanova purchase,,,
34088,LACMIP 42068,VERBATIM COLLECTOR NAME: Albi purchase,,unknown,,,,unknown,Albi purchase,,,
34089,LACMIP 42069,VERBATIM COLLECTOR NAME: Meals purchase,,unknown,,,,unknown,Meals purchase,,,
34090,LACMIP 42070,VERBATIM COLLECTOR NAME: Albi purchase,,unknown,,,,unknown,Albi purchase,,,
34091,LACMIP 42071,,,unknown,,,,unknown,,,,
34093,LACMIP 42074,VERBATIM COLLECTOR NAME: unknown,,unknown,,,,unknown,,,,
34094,LACMIP 42075,"VERBATIM COLLECTOR NAME: Runnegar, B.",FORMATTED COLLECTOR NAME: B. Runnegar,B. Runnegar,,,,B. Runnegar,"Runnegar, B.",,,
34095,LACMIP 42076,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34096,LACMIP 42077,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34097,LACMIP 42078,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34098,LACMIP 42079,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34099,LACMIP 42080,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34100,LACMIP 42081,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34101,LACMIP 42082,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34102,LACMIP 42083,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34103,LACMIP 42084,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34104,LACMIP 42085,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34105,LACMIP 42086,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34106,LACMIP 42087,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34107,LACMIP 42088,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34108,LACMIP 42089,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34109,LACMIP 42090,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34110,LACMIP 42091,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34112,LACMIP 42093,VERBATIM COLLECTOR NAME: Geological Enterprises,FORMATTED COLLECTOR NAME: Geological Enterprises,Geological Enterprises,,,,Geological Enterprises,Geological Enterprises,,,
34113,LACMIP 42094,,,unknown,,,,unknown,,,,
34114,LACMIP 42095,,,unknown,,,,unknown,,,,
34115,LACMIP 42099,,,unknown,,,,unknown,,,,
34116,LACMIP 42100,,,unknown,,,,unknown,,,,
34117,LACMIP 42101,,,unknown,,,,unknown,,,,
34118,LACMIP 42102,,,unknown,,,,unknown,,,,
34119,LACMIP 42103,,,unknown,,,,unknown,,,,
34120,LACMIP 42104,,,unknown,,,,unknown,,,,
34121,LACMIP 42105,,,unknown,,,,unknown,,,,
34122,LACMIP 42106,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34123,LACMIP 42107,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34124,LACMIP 42108,,,unknown,,,,unknown,,,,
34125,LACMIP 42109,,,unknown,,,,unknown,,,,
34126,LACMIP 42110,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34127,LACMIP 42111,,,unknown,,,,unknown,,,,
34128,LACMIP 42112,,,unknown,,,,unknown,,,,
34129,LACMIP 42113,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34130,LACMIP 42114,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34131,LACMIP 42115,,,unknown,,,,unknown,,,,
34132,LACMIP 42116,,,unknown,,,,unknown,,,,
34133,LACMIP 42117,,,unknown,,,,unknown,,,,
34134,LACMIP 42118,,,unknown,,,,unknown,,,,
34135,LACMIP 42119,,,unknown,,,,unknown,,,,
34136,LACMIP 42120,,,unknown,,,,unknown,,,,
34137,LACMIP 42121,,,unknown,,,,unknown,,,,
34138,LACMIP 42122,,,unknown,,,,unknown,,,,
34139,LACMIP 42123,,,unknown,,,,unknown,,,,
34140,LACMIP 42124,,,unknown,,,,unknown,,,,
34141,LACMIP 42125,,,unknown,,,,unknown,,,,
34142,LACMIP 42126,,,unknown,,,,unknown,,,,
34143,LACMIP 42127,,,unknown,,,,unknown,,,,
34144,LACMIP 42128,,,unknown,,,,unknown,,,,
34145,LACMIP 42129,,,unknown,,,,unknown,,,,
34146,LACMIP 42130,,,unknown,,,,unknown,,,,
34147,LACMIP 42131,,,unknown,,,,unknown,,,,
34148,LACMIP 42132,,,unknown,,,,unknown,,,,
34149,LACMIP 42133,,,unknown,,,,unknown,,,,
34150,LACMIP 42134,,,unknown,,,,unknown,,,,
34151,LACMIP 42135,,,unknown,,,,unknown,,,,
34152,LACMIP 42136,,,unknown,,,,unknown,,,,
34153,LACMIP 42137,,,unknown,,,,unknown,,,,
34154,LACMIP 42138,,,unknown,,,,unknown,,,,
34155,LACMIP 42139,,,unknown,,,,unknown,,,,
34156,LACMIP 42140,,,unknown,,,,unknown,,,,
34157,LACMIP 42141,"VERBATIM COLLECTOR NAME: Jenkins, L.",FORMATTED COLLECTOR NAME: L. Jenkins,L. Jenkins,,,,L. Jenkins,"Jenkins, L.",,,
34158,LACMIP 42142,,,unknown,,,,unknown,,,,
34159,LACMIP 42143,,,unknown,,,,unknown,,,,
34160,LACMIP 42144,,,unknown,,,,unknown,,,,
34161,LACMIP 42145,,,unknown,,,,unknown,,,,
34162,LACMIP 42146,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34163,LACMIP 42147,,,unknown,,,,unknown,,,,
34164,LACMIP 42148,,,unknown,,,,unknown,,,,
34165,LACMIP 42149,,,unknown,,,,unknown,,,,
34166,LACMIP 42150,,,unknown,,,,unknown,,,,
34167,LACMIP 42151,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34168,LACMIP 42152,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34169,LACMIP 42153,,,unknown,,,,unknown,,,,
34170,LACMIP 42154,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34171,LACMIP 42155,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34172,LACMIP 42156,,,unknown,,,,unknown,,,,
34173,LACMIP 42157,,,unknown,,,,unknown,,,,
34174,LACMIP 42158,,,unknown,,,,unknown,,,,
34175,LACMIP 42159,,,unknown,,,,unknown,,,,
34176,LACMIP 42160,,,unknown,,,,unknown,,,,
34177,LACMIP 42161,,,unknown,,,,unknown,,,,
34178,LACMIP 42162,,,unknown,,,,unknown,,,,
34179,LACMIP 42163,,,unknown,,,,unknown,,,,
34180,LACMIP 42164,,,unknown,,,,unknown,,,,
34181,LACMIP 42165,,,unknown,,,,unknown,,,,
34182,LACMIP 42166,,,unknown,,,,unknown,,,,
34183,LACMIP 42167,,,unknown,,,,unknown,,,,
34184,LACMIP 42168,,,unknown,,,,unknown,,,,
34185,LACMIP 42169,,,unknown,,,,unknown,,,,
34186,LACMIP 42170,,,unknown,,,,unknown,,,,
34187,LACMIP 42171,,,unknown,,,,unknown,,,,
34188,LACMIP 42172,,,unknown,,,,unknown,,,,
34189,LACMIP 42173,,,unknown,,,,unknown,,,,
34190,LACMIP 42174,,,unknown,,,,unknown,,,,
34191,LACMIP 42175,,,unknown,,,,unknown,,,,
34192,LACMIP 42176,,,unknown,,,,unknown,,,,
34193,LACMIP 42177,,,unknown,,,,unknown,,,,
34194,LACMIP 42178,,,unknown,,,,unknown,,,,
34195,LACMIP 42179,,,unknown,,,,unknown,,,,
34196,LACMIP 42180,,,unknown,,,,unknown,,,,
34197,LACMIP 42181,,,unknown,,,,unknown,,,,
34198,LACMIP 42182,,,unknown,,,,unknown,,,,
34199,LACMIP 42183,,,unknown,,,,unknown,,,,
34200,LACMIP 42184,,,unknown,,,,unknown,,,,
34201,LACMIP 42185,"VERBATIM COLLECTOR NAME: Bradbury, D.",FORMATTED COLLECTOR NAME: D. Bradbury,D. Bradbury,,,,D. Bradbury,"Bradbury, D.",,,
34202,LACMIP 42186,,,unknown,,,,unknown,,,,
34203,LACMIP 42187,"VERBATIM COLLECTOR NAME: Jeorg, P.",FORMATTED COLLECTOR NAME: P. Jeorg,P. Jeorg,,,,P. Jeorg,"Jeorg, P.",,,
34204,LACMIP 42188,"VERBATIM COLLECTOR NAME: Jeorg, P.",FORMATTED COLLECTOR NAME: P. Jeorg,P. Jeorg,,,,P. Jeorg,"Jeorg, P.",,,
34205,LACMIP 42189,,,unknown,,,,unknown,,,,
34206,LACMIP 42190,,,unknown,,,,unknown,,,,
34207,LACMIP 42191,,,unknown,,,,unknown,,,,
34208,LACMIP 42192,,,unknown,,,,unknown,,,,
34209,LACMIP 42193,,,unknown,,,,unknown,,,,
34210,LACMIP 42194,,,unknown,,,,unknown,,,,
34211,LACMIP 42195,,,unknown,,,,unknown,,,,
34212,LACMIP 42196,,,unknown,,,,unknown,,,,
34213,LACMIP 42197,,,unknown,,,,unknown,,,,
34214,LACMIP 42198,,,unknown,,,,unknown,,,,
34215,LACMIP 42199,,,unknown,,,,unknown,,,,
34216,LACMIP 42211,"VERBATIM COLLECTOR NAME: Albi, Y.",FORMATTED COLLECTOR NAME: Yvonne Albi,Y. Albi,,,,Y. Albi,"Albi, Y.",,,
34217,LACMIP 42220,,,unknown,,,,unknown,,,,
34218,LACMIP 42221,,,unknown,,,,unknown,,,,
34219,LACMIP 42222,,,unknown,,,,unknown,,,,
34220,LACMIP 42223,,,unknown,,,,unknown,,,,
34221,LACMIP 42224,,,unknown,,,,unknown,,,,
34222,LACMIP 42225,,,unknown,,,,unknown,,,,
34223,LACMIP 42226,,,unknown,,,,unknown,,,,
34224,LACMIP 42227,,,unknown,,,,unknown,,,,
34225,LACMIP 42228,,,unknown,,,,unknown,,,,
34226,LACMIP 42229,,,unknown,,,,unknown,,,,
34227,LACMIP 42230,,,unknown,,,,unknown,,,,
34228,LACMIP 42231,,,unknown,,,,unknown,,,,
34229,LACMIP 42232,,,unknown,,,,unknown,,,,
34230,LACMIP 42233,,,unknown,,,,unknown,,,,
34231,LACMIP 42234,,,unknown,,,,unknown,,,,
34232,LACMIP 42235,,,unknown,,,,unknown,,,,
34233,LACMIP 42236,,,unknown,,,,unknown,,,,
34234,LACMIP 42237,"VERBATIM COLLECTOR NAME: Jeorg, P.",FORMATTED COLLECTOR NAME: P. Jeorg,P. Jeorg,,,,P. Jeorg,"Jeorg, P.",,,
34235,LACMIP 42238,,,unknown,,,,unknown,,,,
34236,LACMIP 42239,,,unknown,,,,unknown,,,,
34237,LACMIP 42240,,,unknown,,,,unknown,,,,
34238,LACMIP 42241,,,unknown,,,,unknown,,,,
34239,LACMIP 42242,"VERBATIM COLLECTOR NAME: Jeorg, P.",FORMATTED COLLECTOR NAME: P. Jeorg,P. Jeorg,,,,P. Jeorg,"Jeorg, P.",,,
34240,LACMIP 42243,,,unknown,,,,unknown,,,,
34241,LACMIP 42244,,,unknown,,,,unknown,,,,
34242,LACMIP 42245,,,unknown,,,,unknown,,,,
34243,LACMIP 42246,,,unknown,,,,unknown,,,,
34244,LACMIP 42247,,,unknown,,,,unknown,,,,
34245,LACMIP 42248,,,unknown,,,,unknown,,,,
34246,LACMIP 42249,,,unknown,,,,unknown,,,,
34247,LACMIP 42250,,,unknown,,,,unknown,,,,
34248,LACMIP 42251,,,unknown,,,,unknown,,,,
34249,LACMIP 42252,,,unknown,,,,unknown,,,,
34250,LACMIP 42253,,,unknown,,,,unknown,,,,
34251,LACMIP 42254,,,unknown,,,,unknown,,,,
34252,LACMIP 42255,,,unknown,,,,unknown,,,,
34253,LACMIP 42256,,,unknown,,,,unknown,,,,
34254,LACMIP 42257,,,unknown,,,,unknown,,,,
34255,LACMIP 42258,,,unknown,,,,unknown,,,,
34256,LACMIP 42259,,,unknown,,,,unknown,,,,
34257,LACMIP 42260,,,unknown,,,,unknown,,,,
34258,LACMIP 42261,,,unknown,,,,unknown,,,,
34259,LACMIP 42262,,,unknown,,,,unknown,,,,
34260,LACMIP 42263,,,unknown,,,,unknown,,,,
34261,LACMIP 42264,,,unknown,,,,unknown,,,,
34262,LACMIP 42265,,,unknown,,,,unknown,,,,
34263,LACMIP 42266,,,unknown,,,,unknown,,,,
34264,LACMIP 42267,,,unknown,,,,unknown,,,,
34265,LACMIP 42268,,,unknown,,,,unknown,,,,
34266,LACMIP 42269,,,unknown,,,,unknown,,,,
34267,LACMIP 42270,,,unknown,,,,unknown,,,,
34268,LACMIP 42271,,,unknown,,,,unknown,,,,
34269,LACMIP 42272,,,unknown,,,,unknown,,,,
34270,LACMIP 42273,,,unknown,,,,unknown,,,,
34271,LACMIP 42274,,,unknown,,,,unknown,,,,
34272,LACMIP 42275,,,unknown,,,,unknown,,,,
34273,LACMIP 42276,,,unknown,,,,unknown,,,,
34274,LACMIP 42277,,,unknown,,,,unknown,,,,
34275,LACMIP 42278,,,unknown,,,,unknown,,,,
34276,LACMIP 42279,,,unknown,,,,unknown,,,,
34277,LACMIP 42280,,,unknown,,,,unknown,,,,
34278,LACMIP 42281,,,unknown,,,,unknown,,,,
34279,LACMIP 42282,,,unknown,,,,unknown,,,,
34280,LACMIP 42283,,,unknown,,,,unknown,,,,
34281,LACMIP 42284,,,unknown,,,,unknown,,,,
34282,LACMIP 42285,,,unknown,,,,unknown,,,,
34283,LACMIP 42286,,,unknown,,,,unknown,,,,
34284,LACMIP 42287,,,unknown,,,,unknown,,,,
34285,LACMIP 42288,,,unknown,,,,unknown,,,,
34286,LACMIP 42289,,,unknown,,,,unknown,,,,
34287,LACMIP 42290,,,unknown,,,,unknown,,,,
34288,LACMIP 42291,,,unknown,,,,unknown,,,,
34289,LACMIP 42292,,,unknown,,,,unknown,,,,
34290,LACMIP 42293,,,unknown,,,,unknown,,,,
34291,LACMIP 42294,,,unknown,,,,unknown,,,,
34292,LACMIP 42295,,,unknown,,,,unknown,,,,
34293,LACMIP 42296,,,unknown,,,,unknown,,,,
34294,LACMIP 42297,,,unknown,,,,unknown,,,,
34295,LACMIP 42298,,,unknown,,,,unknown,,,,
34296,LACMIP 42299,,,unknown,,,,unknown,,,,
34297,LACMIP 42300,,,unknown,,,,unknown,,,,
34298,LACMIP 42301,,,unknown,,,,unknown,,,,
34299,LACMIP 42302,,,unknown,,,,unknown,,,,
34300,LACMIP 42303,,,unknown,,,,unknown,,,,
34301,LACMIP 42304,,,unknown,,,,unknown,,,,
34302,LACMIP 42305,,,unknown,,,,unknown,,,,
34303,LACMIP 42306,,,unknown,,,,unknown,,,,
34304,LACMIP 42307,,,unknown,,,,unknown,,,,
34305,LACMIP 42308,,,unknown,,,,unknown,,,,
34306,LACMIP 42309,,,unknown,,,,unknown,,,,
34307,LACMIP 42310,,,unknown,,,,unknown,,,,
34308,LACMIP 42311,,,unknown,,,,unknown,,,,
34309,LACMIP 42312,,,unknown,,,,unknown,,,,
34310,LACMIP 42313,,,unknown,,,,unknown,,,,
34311,LACMIP 42314,,,unknown,,,,unknown,,,,
34312,LACMIP 42315,,,unknown,,,,unknown,,,,
34313,LACMIP 42316,,,unknown,,,,unknown,,,,
34314,LACMIP 42317,,,unknown,,,,unknown,,,,
34315,LACMIP 42318,,,unknown,,,,unknown,,,,
34316,LACMIP 42319,,,unknown,,,,unknown,,,,
34317,LACMIP 42320,,,unknown,,,,unknown,,,,
34318,LACMIP 42330,,,unknown,,,,unknown,,,,
34319,LACMIP 42331,,,unknown,,,,unknown,,,,
34320,LACMIP 42342,,,unknown,,,,unknown,,,,
34321,LACMIP 42343,,,unknown,,,,unknown,,,,
34322,LACMIP 42347,,,unknown,,,,unknown,,,,
34326,LACMIP 42354,,,unknown,,,,unknown,,,,
34327,LACMIP 42355,,,unknown,,,,unknown,,,,
34328,LACMIP 42357,,,unknown,,,,unknown,,,,
34329,LACMIP 42358,VERBATIM COLLECTOR NAME: Mrs Blair,FORMATTED COLLECTOR NAME: Mrs. Blair,Mrs. Blair,,,,Mrs. Blair,Mrs Blair,,,
34330,LACMIP 42360,"VERBATIM COLLECTOR NAME: Murdoch, J.",FORMATTED COLLECTOR NAME: J. Murdoch,J. Murdoch,,,,J. Murdoch,J. Murdoch,,,
34331,LACMIP 42361,,,unknown,,,,unknown,,,,
34332,LACMIP 42362,,,unknown,,,,unknown,,,,
34333,LACMIP 42363,,,unknown,,,,unknown,,,,
34334,LACMIP 42368,,,unknown,,,,unknown,,,,
34335,LACMIP 42369,,,unknown,,,,unknown,,,,
34336,LACMIP 42370,,,unknown,,,,unknown,,,,
34337,LACMIP 42371,,,unknown,,,,unknown,,,,
34338,LACMIP 42372,,,unknown,,,,unknown,,,,
34339,LACMIP 42373,,,unknown,,,,unknown,,,,
34340,LACMIP 42374,,,unknown,,,,unknown,,,,
34341,LACMIP 42375,,,unknown,,,,unknown,,,,
34342,LACMIP 42376,,,unknown,,,,unknown,,,,
34343,LACMIP 42377,,,unknown,,,,unknown,,,,
34344,LACMIP 42378,,,unknown,,,,unknown,,,,
34345,LACMIP 42379,,,unknown,,,,unknown,,,,
34346,LACMIP 42380,,,unknown,,,,unknown,,,,
34347,LACMIP 42382,,,unknown,,,,unknown,,,,
34348,LACMIP 42383,,,unknown,,,,unknown,,,,
34356,LACMIP 42391,,,unknown,,,,unknown,,,,
34357,LACMIP 42392,,,unknown,,,,unknown,,,,
34358,LACMIP 42393,,,unknown,,,,unknown,,,,
34359,LACMIP 42409,,,unknown,,,,unknown,,,,
34360,LACMIP 42410,,,unknown,,,,unknown,,,,
34361,LACMIP 42411,,,unknown,,,,unknown,,,,
