index,SitSiteNumber,AdmOriginalData 1,AdmOriginalData 4,IPCollName_tab 1,IPCollName_tab 2,IPCollName_tab 3,IPCollName_tab 4,IPCollName_tab,IPCollName_tab (verbatim),IPStartDate0,IPEndDate0,Date (verbatim)
18002,LACMIP 9815,VERBATIM COLLECTOR NAME: L. Lupher; W. Woodring; VERBATIM COLLECTING DATE: 1927,FORMATTED COLLECTOR NAME: L. Lupher; W. P. Woodring,L. Lupher,W. Woodring,,,"L. Lupher, W. Woodring",L. Lupher; W. Woodring,1927,1927,1927
25235,LACMIP 20179,"VERBATIM COLLECTOR NAME: C. Crickmay; VERBATIM COLLECTING DATE: June 16, 1927",FORMATTED COLLECTOR NAME: C. H. Crickmay,C. Crickmay,,,,C. Crickmay,C. Crickmay,1927-06-16,1927-06-16,"June 16, 1927"
15674,LACMIP 7313,VERBATIM COLLECTOR NAME: C. Sternberg; VERBATIM COLLECTING DATE: Oct.; Nov.; 1927,FORMATTED COLLECTOR NAME: C. H. Sternberg,C. Sternberg,,,,C. Sternberg,C. Sternberg,1927-10,1927-11,Oct.; Nov.; 1927
17990,LACMIP 9803,"VERBATIM COLLECTOR NAME: L. Lupher; W. Woodring; VERBATIM COLLECTING DATE: December 30, 1927",FORMATTED COLLECTOR NAME: L. Lupher; W. P. Woodring,L. Lupher,W. Woodring,,,"L. Lupher, W. Woodring",L. Lupher; W. Woodring,1927-12-30,1927-12-30,"December 30, 1927"
17991,LACMIP 9804,"VERBATIM COLLECTOR NAME: L. Lupher; W. Woodring; VERBATIM COLLECTING DATE: December 30, 1927",FORMATTED COLLECTOR NAME: L. Lupher; W. P. Woodring,L. Lupher,W. Woodring,,,"L. Lupher, W. Woodring",L. Lupher; W. Woodring,1927-12-30,1927-12-30,"December 30, 1927"
17997,LACMIP 9810,"VERBATIM COLLECTOR NAME: L. Lupher; W. Woodring; VERBATIM COLLECTING DATE: December 30, 1927",FORMATTED COLLECTOR NAME: L. Lupher; W. P. Woodring,L. Lupher,W. Woodring,,,"L. Lupher, W. Woodring",L. Lupher; W. Woodring,1927-12-30,1927-12-30,"December 30, 1927"
173,LACMIP 3146,VERBATIM COLLECTOR NAME: W. Eyerdam; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: Walter J. Eyerdam,W. Eyerdam,,,,W. Eyerdam,W. Eyerdam,1928,1928,1928
386,LACMIP 7050,VERBATIM COLLECTOR NAME: H. Hoots; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: H. Hoots,H. Hoots,,,,H. Hoots,H. Hoots,1928,1928,1928
481,LACMIP 11863,VERBATIM COLLECTOR NAME: J. Maxson; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: J. H. Maxson,J. Maxson,,,,J. Maxson,J. Maxson,1928,1928,1928
2950,LACMIP 8182,VERBATIM COLLECTOR NAME: B. Moore; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: Bernard N. Moore,B. Moore,,,,B. Moore,B. Moore,1928,1928,1928
12331,LACMIP 3230,VERBATIM COLLECTOR NAME: W. Eyerdam; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: Walter J. Eyerdam,W. Eyerdam,,,,W. Eyerdam,W. Eyerdam,1928,1928,1928
15489,LACMIP 7071,VERBATIM COLLECTOR NAME: H. Hoots; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: H. Hoots,H. Hoots,,,,H. Hoots,H. Hoots,1928,1928,1928
15491,LACMIP 7073,VERBATIM COLLECTOR NAME: H. Hoots; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: H. Hoots,H. Hoots,,,,H. Hoots,H. Hoots,1928,1928,1928
15510,LACMIP 7093,VERBATIM COLLECTOR NAME: J. de Long; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: James de Long,J. de Long,,,,J. de Long,J. de Long,1928,1928,1928
15980,LACMIP 7670,VERBATIM COLLECTOR NAME: T. Bailey; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: T. Bailey,T. Bailey,,,,T. Bailey,T. Bailey,1928,1928,1928
18011,LACMIP 9824,"VERBATIM COLLECTOR NAME: L. Lupher; W. Woodring; VERBATIM COLLECTING DATE: January 1, 1928",FORMATTED COLLECTOR NAME: L. Lupher; W. P. Woodring,L. Lupher,W. Woodring,,,"L. Lupher, W. Woodring",L. Lupher; W. Woodring,1928-01-01,1928-01-01,"January 1, 1928"
18256,LACMIP 10101,VERBATIM COLLECTOR NAME: B. Moore; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: Bernard N. Moore,B. Moore,,,,B. Moore,B. Moore,1928,1928,1928
18270,LACMIP 10117,VERBATIM COLLECTOR NAME: B. Moore; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: Bernard N. Moore,B. Moore,,,,B. Moore,B. Moore,1928,1928,1928
18271,LACMIP 10118,VERBATIM COLLECTOR NAME: B. Moore; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: Bernard N. Moore,B. Moore,,,,B. Moore,B. Moore,1928,1928,1928
18272,LACMIP 10119,VERBATIM COLLECTOR NAME: B. Moore; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: Bernard N. Moore,B. Moore,,,,B. Moore,B. Moore,1928,1928,1928
18389,LACMIP 10246,VERBATIM COLLECTOR NAME: J. Maxson; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: J. H. Maxson,J. Maxson,,,,J. Maxson,J. Maxson,1928,1928,1928
18841,LACMIP 10907,VERBATIM COLLECTOR NAME: B. Moore; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: Bernard N. Moore,B. Moore,,,,B. Moore,B. Moore,1928,1928,1928
24203,LACMIP 17175,VERBATIM COLLECTOR NAME: R. Moran; VERBATIM COLLECTING DATE: 1928,FORMATTED COLLECTOR NAME: R. B. Moran,R. Moran,,,,R. Moran,R. Moran,1928,1928,1928
18006,LACMIP 9819,"VERBATIM COLLECTOR NAME: L. Lupher; W. Woodring; VERBATIM COLLECTING DATE: January 2, 1928",FORMATTED COLLECTOR NAME: L. Lupher; W. P. Woodring,L. Lupher,W. Woodring,,,"L. Lupher, W. Woodring",L. Lupher; W. Woodring,1928-01-02,1928-01-02,"January 2, 1928"
18007,LACMIP 9820,"VERBATIM COLLECTOR NAME: L. Lupher; W. Woodring; VERBATIM COLLECTING DATE: January 2, 1928",FORMATTED COLLECTOR NAME: L. Lupher; W. P. Woodring,L. Lupher,W. Woodring,,,"L. Lupher, W. Woodring",L. Lupher; W. Woodring,1928-01-02,1928-01-02,"January 2, 1928"
18008,LACMIP 9821,"VERBATIM COLLECTOR NAME: L. Lupher; W. Woodring; VERBATIM COLLECTING DATE: January 2, 1928",FORMATTED COLLECTOR NAME: L. Lupher; W. P. Woodring,L. Lupher,W. Woodring,,,"L. Lupher, W. Woodring",L. Lupher; W. Woodring,1928-01-02,1928-01-02,"January 2, 1928"
18009,LACMIP 9822,"VERBATIM COLLECTOR NAME: L. Lupher; W. Woodring; VERBATIM COLLECTING DATE: January 2, 1928",FORMATTED COLLECTOR NAME: L. Lupher; W. P. Woodring,L. Lupher,W. Woodring,,,"L. Lupher, W. Woodring",L. Lupher; W. Woodring,1928-01-02,1928-01-02,"January 2, 1928"
18010,LACMIP 9823,"VERBATIM COLLECTOR NAME: L. Lupher; W. Woodring; VERBATIM COLLECTING DATE: January 2, 1928",FORMATTED COLLECTOR NAME: L. Lupher; W. P. Woodring,L. Lupher,W. Woodring,,,"L. Lupher, W. Woodring",L. Lupher; W. Woodring,1928-01-02,1928-01-02,"January 2, 1928"
24197,LACMIP 17167,"VERBATIM COLLECTOR NAME: W. Woodring; VERBATIM COLLECTING DATE: January 13, 1928",FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,1928-01-13,1928-01-13,"January 13, 1928"
18417,LACMIP 10276,VERBATIM COLLECTOR NAME: B. Moore; W. Woodring; VERBATIM COLLECTING DATE: Jan-28 1928,FORMATTED COLLECTOR NAME: Bernard N. Moore; W. P. Woodring,B. Moore,W. Woodring,,,"B. Moore, W. Woodring",B. Moore; W. Woodring,1928-01-28,1928-01-28,Jan-28 1928
18418,LACMIP 10277,VERBATIM COLLECTOR NAME: B. Moore; W. Woodring; VERBATIM COLLECTING DATE: Jan-28 1928,FORMATTED COLLECTOR NAME: Bernard N. Moore; W. P. Woodring,B. Moore,W. Woodring,,,"B. Moore, W. Woodring",B. Moore; W. Woodring,1928-01-28,1928-01-28,Jan-28 1928
24201,LACMIP 17172,"VERBATIM COLLECTOR NAME: Bramkamp, W. Woodring; VERBATIM COLLECTING DATE: April 1, 1928",FORMATTED COLLECTOR NAME: Bramkamp; W. P. Woodring,Bramkamp,W. Woodring,,,"Bramkamp, W. Woodring","Bramkamp, W. Woodring",1928-04-01,1928-04-01,"April 1, 1928"
24202,LACMIP 17173,"VERBATIM COLLECTOR NAME: W. Woodring; Bramkamp; Brankamp; VERBATIM COLLECTING DATE: April 1, 1928",FORMATTED COLLECTOR NAME: W. P. Woodring; Bramkamp; R. Brankamp,W. Woodring,Bramkamp,R. Brankamp,,"W. Woodring, Bramkamp, R. Brankamp",W. Woodring; Bramkamp; Brankamp,1928-04-01,1928-04-01,"April 1, 1928"
18189,LACMIP 10023,"VERBATIM COLLECTOR NAME: N. Tegland; VERBATIM COLLECTING DATE: Aug. 3, 1928",FORMATTED COLLECTOR NAME: N. M. Tegland,N. Tegland,,,,N. Tegland,N. Tegland,1928-08-03,1928-08-03,"Aug. 3, 1928"
15608,LACMIP 7216,"VERBATIM COLLECTOR NAME: N. Tegland; VERBATIM COLLECTING DATE: Aug. 4, 1928",FORMATTED COLLECTOR NAME: N. M. Tegland,N. Tegland,,,,N. Tegland,N. Tegland,1928-08-04,1928-08-04,"Aug. 4, 1928"
15610,LACMIP 7218,"VERBATIM COLLECTOR NAME: N. Tegland; VERBATIM COLLECTING DATE: Aug. 4, 1928",FORMATTED COLLECTOR NAME: N. M. Tegland,N. Tegland,,,,N. Tegland,N. Tegland,1928-08-04,1928-08-04,"Aug. 4, 1928"
410,LACMIP 7295,VERBATIM COLLECTOR NAME: W. Woodring; VERBATIM COLLECTING DATE: 11 Aug. 1928,FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,1928-08-11,1928-08-11,11 Aug. 1928
18012,LACMIP 9825,"VERBATIM COLLECTOR NAME: Stephens; W. Woodring; VERBATIM COLLECTING DATE: December 29, 1928",FORMATTED COLLECTOR NAME: Frank Stephens; W. P. Woodring,F. Stephens,W. Woodring,,,"F. Stephens, W. Woodring",Stephens; W. Woodring,1928-12-29,1928-12-29,"December 29, 1928"
18013,LACMIP 9826,"VERBATIM COLLECTOR NAME: Stephens; W. Woodring; VERBATIM COLLECTING DATE: December 29, 1928",FORMATTED COLLECTOR NAME: Frank Stephens; W. P. Woodring,F. Stephens,W. Woodring,,,"F. Stephens, W. Woodring",Stephens; W. Woodring,1928-12-29,1928-12-29,"December 29, 1928"
18014,LACMIP 9827,"VERBATIM COLLECTOR NAME: Stephens; W. Woodring; VERBATIM COLLECTING DATE: December 29, 1928",FORMATTED COLLECTOR NAME: Frank Stephens; W. P. Woodring,F. Stephens,W. Woodring,,,"F. Stephens, W. Woodring",Stephens; W. Woodring,1928-12-29,1928-12-29,"December 29, 1928"
18015,LACMIP 9828,"VERBATIM COLLECTOR NAME: Stephens; W. Woodring; VERBATIM COLLECTING DATE: December 29, 1928",FORMATTED COLLECTOR NAME: Frank Stephens; W. P. Woodring,F. Stephens,W. Woodring,,,"F. Stephens, W. Woodring",Stephens; W. Woodring,1928-12-29,1928-12-29,"December 29, 1928"
18016,LACMIP 9829,"VERBATIM COLLECTOR NAME: Stephens; W. Woodring; VERBATIM COLLECTING DATE: December 29, 1928",FORMATTED COLLECTOR NAME: Frank Stephens; W. P. Woodring,F. Stephens,W. Woodring,,,"F. Stephens, W. Woodring",Stephens; W. Woodring,1928-12-29,1928-12-29,"December 29, 1928"
18019,LACMIP 9832,"VERBATIM COLLECTOR NAME: W. Woodring; VERBATIM COLLECTING DATE: December 29, 1928",FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,1928-12-29,1928-12-29,"December 29, 1928"
18020,LACMIP 9833,"VERBATIM COLLECTOR NAME: W. Woodring; VERBATIM COLLECTING DATE: December 29, 1928",FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,1928-12-29,1928-12-29,"December 29, 1928"
18021,LACMIP 9834,"VERBATIM COLLECTOR NAME: W. Woodring; VERBATIM COLLECTING DATE: December 30, 1928",FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,1928-12-30,1928-12-30,"December 30, 1928"
445,LACMIP 8055,VERBATIM COLLECTOR NAME: A. Clark; VERBATIM COLLECTING DATE: 1929,FORMATTED COLLECTOR NAME: A. Clark,A. Clark,,,,A. Clark,A. Clark,1929,1929,1929
15973,LACMIP 7663,VERBATIM COLLECTOR NAME: J. Eaton; VERBATIM COLLECTING DATE: 1929,FORMATTED COLLECTOR NAME: J. E. Eaton,J. Eaton,,,,J. Eaton,J. Eaton,1929,1929,1929
17016,LACMIP 8807,VERBATIM COLLECTOR NAME: P. Train; VERBATIM COLLECTING DATE: 1929,FORMATTED COLLECTOR NAME: Percy Train,P. Train,,,,P. Train,P. Train,1929,1929,1929
15636,LACMIP 7248,VERBATIM COLLECTOR NAME: A. Clark; VERBATIM COLLECTING DATE: July 25-1929,FORMATTED COLLECTOR NAME: A. Clark,A. Clark,,,,A. Clark,A. Clark,1929-07-25,1929-07-25,July 25-1929
434,LACMIP 7725,"VERBATIM COLLECTOR NAME: H. Rice; R. Squires; VERBATIM COLLECTING DATE: 1930, 10/1/2011",FORMATTED COLLECTOR NAME: H. Rice; Richard Squires,H. Rice,R. Squires,,,"H. Rice, R. Squires",H. Rice; R. Squires,1930,2011-10-01,"1930, 10/1/2011"
2922,LACMIP 7757,VERBATIM COLLECTOR NAME: H. Rice; R. Squires; VERBATIM COLLECTING DATE: 1930; 10/1/2011,FORMATTED COLLECTOR NAME: H. Rice; Richard Squires,H. Rice,R. Squires,,,"H. Rice, R. Squires",H. Rice; R. Squires,1930,2011-10-01,1930; 10/1/2011
2663,LACMIP 5629,VERBATIM COLLECTOR NAME: W. Kew; W. Woodring; VERBATIM COLLECTING DATE: 1930,FORMATTED COLLECTOR NAME: W. Kew; W. P. Woodring,W. Kew,W. Woodring,,,"W. Kew, W. Woodring",W. Kew; W. Woodring,1930,1930,1930
9503,LACMIP 30,VERBATIM COLLECTING DATE: 1930,,unknown,,,,unknown,,1930,1930,1930
18023,LACMIP 9836,"VERBATIM COLLECTOR NAME: W. Woodring; VERBATIM COLLECTING DATE: June 1, 1930",FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,1930-06-01,1930-06-01,"June 1, 1930"
18024,LACMIP 9837,"VERBATIM COLLECTOR NAME: W. Woodring; VERBATIM COLLECTING DATE: June 1, 1930",FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,1930-06-01,1930-06-01,"June 1, 1930"
3044,LACMIP 10168,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: August 29, 1930",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-08-29,1930-08-29,"August 29, 1930"
18309,LACMIP 10162,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: August 29, 1930",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-08-29,1930-08-29,"August 29, 1930"
18310,LACMIP 10163,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: August 29, 1930",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-08-29,1930-08-29,"August 29, 1930"
18311,LACMIP 10164,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: August 29, 1930",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-08-29,1930-08-29,"August 29, 1930"
18312,LACMIP 10165,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: August 29, 1930",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-08-29,1930-08-29,"August 29, 1930"
15605,LACMIP 7213,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: Sept. 7, 1930",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-09-07,1930-09-07,"Sept. 7, 1930"
407,LACMIP 7277,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: 18 sept. 1930,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-09-18,1930-09-18,18 sept. 1930
406,LACMIP 7271,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: 22 Sept. 1930,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-09-22,1930-09-22,22 Sept. 1930
408,LACMIP 7290,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: 22 Sept. 1930,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-09-22,1930-09-22,22 Sept. 1930
15637,LACMIP 7249,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: 23 Sept. 1930,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-09-23,1930-09-23,23 Sept. 1930
2872,LACMIP 7298,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: 26 Sept. 1930,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1930-09-26,1930-09-26,26 Sept. 1930
168,LACMIP 2695,VERBATIM COLLECTING DATE: 1931,,unknown,,,,unknown,,1931,1931,1931
13721,LACMIP 4701,"VERBATIM COLLECTOR NAME: J. Stubblefield; VERBATIM COLLECTING DATE: June 16, 1931",FORMATTED COLLECTOR NAME: J. S. Stubblefield,J. Stubblefield,,,,J. Stubblefield,J. Stubblefield,1931-06-16,1931-06-16,"June 16, 1931"
15612,LACMIP 7221,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: Aug. 1, 1931",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1931-08-01,1931-08-01,"Aug. 1, 1931"
15606,LACMIP 7214,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: Aug. 28, 1931",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1931-08-28,1931-08-28,"Aug. 28, 1931"
16246,LACMIP 7972,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: Aug. 29, 1931",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1931-08-29,1931-08-29,"Aug. 29, 1931"
15613,LACMIP 7222,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: Sept. 2, 1931",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1931-09-02,1931-09-02,"Sept. 2, 1931"
18188,LACMIP 10022,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: Sept. 2, 1931",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1931-09-02,1931-09-02,"Sept. 2, 1931"
16245,LACMIP 7971,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: Sept. 3, 1931",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1931-09-03,1931-09-03,"Sept. 3, 1931"
18186,LACMIP 10020,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: Sept. 3, 1931",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1931-09-03,1931-09-03,"Sept. 3, 1931"
18840,LACMIP 10906,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: September 13, 1931",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1931-09-13,1931-09-13,"September 13, 1931"
17810,LACMIP 9618,"VERBATIM COLLECTOR NAME: F. Phleger, Jr.; VERBATIM COLLECTING DATE: November 26, 1931",FORMATTED COLLECTOR NAME: F. Phleger Jr.,F. Phleger Jr.,,,,F. Phleger Jr.,"F. Phleger, Jr.",1931-11-26,1931-11-26,"November 26, 1931"
5270,LACMIP 29626,VERBATIM COLLECTOR NAME: D. Frizzell; VERBATIM COLLECTING DATE: 1932,FORMATTED COLLECTOR NAME: D. L. Frizzell,D. Frizzell,,,,D. Frizzell,D. Frizzell,1932,1932,1932
15942,LACMIP 7630,VERBATIM COLLECTOR NAME: G. Moody; VERBATIM COLLECTING DATE: 1932,FORMATTED COLLECTOR NAME: G. B. Moody,G. Moody,,,,G. Moody,G. Moody,1932,1932,1932
16143,LACMIP 7866,VERBATIM COLLECTOR NAME: V. Barlow; W. Corey; VERBATIM COLLECTING DATE: 1932,FORMATTED COLLECTOR NAME: V. Barlow; W. Corey,V. Barlow,W. Corey,,,"V. Barlow, W. Corey",V. Barlow; W. Corey,1932,1932,1932
16145,LACMIP 7868,VERBATIM COLLECTOR NAME: W. Corey; VERBATIM COLLECTING DATE: 1932,FORMATTED COLLECTOR NAME: W. Corey,W. Corey,,,,W. Corey,W. Corey,1932,1932,1932
16149,LACMIP 7872,VERBATIM COLLECTOR NAME: see below; VERBATIM COLLECTING DATE: 1932,,unknown,,,,unknown,see below,1932,1932,1932
16151,LACMIP 7874,VERBATIM COLLECTOR NAME: V. Barlow; W. Corey; VERBATIM COLLECTING DATE: 1932,FORMATTED COLLECTOR NAME: V. Barlow; W. Corey,V. Barlow,W. Corey,,,"V. Barlow, W. Corey",V. Barlow; W. Corey,1932,1932,1932
16152,LACMIP 7875,VERBATIM COLLECTOR NAME: V. Barlow; W. Corey; VERBATIM COLLECTING DATE: 1932,FORMATTED COLLECTOR NAME: V. Barlow; W. Corey,V. Barlow,W. Corey,,,"V. Barlow, W. Corey",V. Barlow; W. Corey,1932,1932,1932
25374,LACMIP 20369,VERBATIM COLLECTOR NAME: G. Moody; VERBATIM COLLECTING DATE: 1932,FORMATTED COLLECTOR NAME: G. B. Moody,G. Moody,,,,G. Moody,G. Moody,1932,1932,1932
2871,LACMIP 7297,"VERBATIM COLLECTOR NAME: F. Tolman; VERBATIM COLLECTING DATE: 13 May, 1932",FORMATTED COLLECTOR NAME: F. B. Tolman,F. Tolman,,,,F. Tolman,F. Tolman,1932-05-13,1932-05-13,"13 May, 1932"
2873,LACMIP 7299,"VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf; VERBATIM COLLECTING DATE: 13 May, 1932",FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,1932-05-13,1932-05-13,"13 May, 1932"
13390,LACMIP 4329,VERBATIM COLLECTOR NAME: C. Resser; VERBATIM COLLECTING DATE: 1933,FORMATTED COLLECTOR NAME: C. E. Resser,C. Resser,,,,C. Resser,C. Resser,1933,1933,1933
25422,LACMIP 20468,VERBATIM COLLECTOR NAME: J. Eaton; MacDonald; VERBATIM COLLECTING DATE: 1933,FORMATTED COLLECTOR NAME: J. E. Eaton; D. MacDonald,J. Eaton,D. MacDonald,,,"J. Eaton, D. MacDonald",J. Eaton; MacDonald,1933,1933,1933
25425,LACMIP 20471,VERBATIM COLLECTOR NAME: J. Eaton; MacDonald; VERBATIM COLLECTING DATE: 1933,FORMATTED COLLECTOR NAME: J. E. Eaton; D. MacDonald,J. Eaton,D. MacDonald,,,"J. Eaton, D. MacDonald",J. Eaton; MacDonald,1933,1933,1933
25429,LACMIP 20475,VERBATIM COLLECTOR NAME: J. Eaton; MacDonald; VERBATIM COLLECTING DATE: 1933,FORMATTED COLLECTOR NAME: J. E. Eaton; D. MacDonald,J. Eaton,D. MacDonald,,,"J. Eaton, D. MacDonald",J. Eaton; MacDonald,1933,1933,1933
25430,LACMIP 20476,VERBATIM COLLECTOR NAME: J. Eaton; MacDonald; VERBATIM COLLECTING DATE: 1933,FORMATTED COLLECTOR NAME: J. E. Eaton; D. MacDonald,J. Eaton,D. MacDonald,,,"J. Eaton, D. MacDonald",J. Eaton; MacDonald,1933,1933,1933
25432,LACMIP 20478,VERBATIM COLLECTOR NAME: J. Eaton; MacDonald; VERBATIM COLLECTING DATE: 1933,FORMATTED COLLECTOR NAME: J. E. Eaton; D. MacDonald,J. Eaton,D. MacDonald,,,"J. Eaton, D. MacDonald",J. Eaton; MacDonald,1933,1933,1933
25433,LACMIP 20479,VERBATIM COLLECTOR NAME: J. Eaton; MacDonald; VERBATIM COLLECTING DATE: 1933,FORMATTED COLLECTOR NAME: J. E. Eaton; D. MacDonald,J. Eaton,D. MacDonald,,,"J. Eaton, D. MacDonald",J. Eaton; MacDonald,1933,1933,1933
